id,type,createdAt,user,venue,canonicalUrl,lang,text,photo
5cc0e7e8b1538e002c6400d7,user,1556146152.0,"{'id': '539096591', 'firstName': 'fernando', 'lastName': 's', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/539096591_2VM4uwsR_9iH4QyciNW4WxuKgFuwR9dnLyteoOQ1wUajsOGsHS10GhsoMuSfhZ8KDWN2XF_st.jpg'}}",526be56e498e6fb360d8c50d,https://foursquare.com/item/5cc0e7e8b1538e002c6400d7,es,El lugar es muy acogedor para platicar y chelear,"{'id': '5cc0e7ecfe3740002b036bbb', 'createdAt': 1556146156, 'source': {'name': 'Foursquare for Android', 'url': 'https://foursquare.com/download/#/android'}, 'prefix': 'https://fastly.4sqi.net/img/general/', 'suffix': '/539096591_GZF3sgTnU2cPxusTdD4nypLV3AIg0OZTGrONzHbn26I.jpg', 'width': 4224, 'height': 2368, 'visibility': 'public'}"
5b52ae8cc21cb1002cd3567e,user,1532145292.0,"{'id': '396249009', 'firstName': 'Edgar', 'lastName': 'J', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/396249009_uJYvWt4G_gSQlW4O_qqcmCPpM-YwVNuFtxG-UBGg1rWhqALP5q1tobN1Jf1Ifk5PtcsQbexl_.jpg'}}",526be56e498e6fb360d8c50d,https://foursquare.com/item/5b52ae8cc21cb1002cd3567e,es,Está relajado para estar con amigos,
5e0e887f3a18fa0006f1fdfc,user,1578010751.0,"{'id': '10413414', 'firstName': 'Luis', 'lastName': 'D', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/10413414_K-kumGBL_UtY2qCU8mw5cu7GyyJBxZLkfRZTPaJMj_-oP0YpKId9PF9q4s5cdbatAeeG1ryJi.jpg'}}",59b3112316fa04346fe95fdc,https://foursquare.com/item/5e0e887f3a18fa0006f1fdfc,es,"Cerveza deli , comida le falta atención a los detalles .... , la ensalada de melón sin melón 🤷🏻‍♂️",
5d55d75487ac0a0007364c12,user,1565906772.0,"{'id': '87803968', 'firstName': 'Isa', 'lastName': 'B', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/87803968_UyXSGZrh_6Ze4oe3cCbuhjFNZwAZf3GGjoY2qxVT5-Of6RCoGs_NzxxAiDjRn43JG6ZkOFo4e.jpg'}}",59b3112316fa04346fe95fdc,https://foursquare.com/item/5d55d75487ac0a0007364c12,es,"El ambiente chido,la hamburguesa de tuétano rica ,pero los tacos de tuétano les falta más cocimiento nos lo dieron crudos 🙄😒",
5dff8b5d4bfd550007ab71ec,user,1577028445.0,"{'id': '42158930', 'firstName': 'P', 'lastName': 'P', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/blank_boy.png', 'default': True}}",4c4276ba6c1a9521cad3b96a,https://foursquare.com/item/5dff8b5d4bfd550007ab71ec,en,R&K - Best Mezcaleria in town.,
5dd5f5f1aac9ad0006a51f10,user,1574303217.0,"{'id': '7341435', 'firstName': 'Karen', 'lastName': 'H', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/7341435_0J6pRct-_1TkFLrHM9GZ-UeRoL7rjWOO-E8wO2YtkfwCntNfLSjlzJkosfFxpYo0BVFZpwmlu.jpg'}}",4c4276ba6c1a9521cad3b96a,https://foursquare.com/item/5dd5f5f1aac9ad0006a51f10,en,"This place deserves a 9.5! They’re serious about their mezcals, and make good recommendations!","{'id': '5dd5f5f56292a1000837af3e', 'createdAt': 1574303221, 'source': {'name': 'Foursquare for iOS', 'url': 'https://foursquare.com/download/#/iphone'}, 'prefix': 'https://fastly.4sqi.net/img/general/', 'suffix': '/7341435_lk01skYWS7ToX4HmIt83SmKeaj4pDQIA0Ldes_YJ_NE.jpg', 'width': 1440, 'height': 1920, 'visibility': 'public'}"
5d62a7f47a2a250006e418e5,user,1566746612.0,"{'id': '84183291', 'firstName': 'Siramad', 'lastName': 'M', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/84183291-ZQY551Z20HHNP3JG.jpg'}}",554dadbd498e38786606ea75,https://foursquare.com/item/5d62a7f47a2a250006e418e5,es,El ambiente,
5b97e02df1fdaf0039c67df8,user,1536679981.0,"{'id': '470554803', 'firstName': 'Mariana', 'lastName': 'T', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/470554803_t0AXJTU1_xuDprTOHyYDUjDYhfWQiXZlU8zUr2aSr-NkN0WoqzRvJvuULshNeRPg4dzGaEeNh.jpg'}}",554dadbd498e38786606ea75,https://foursquare.com/item/5b97e02df1fdaf0039c67df8,es,"Excelente lugar, excelente la Banda de rock. ¡Súper recomendado!","{'id': '5b97e034da7080002c9df6bf', 'createdAt': 1536679988, 'source': {'name': 'Foursquare for iOS', 'url': 'https://foursquare.com/download/#/iphone'}, 'prefix': 'https://fastly.4sqi.net/img/general/', 'suffix': '/470554803_R8sOMxzccDBurSLb5MeJSL49QQ6Lc1l2MzT-sGuT8ek.jpg', 'width': 1920, 'height': 1438, 'visibility': 'public'}"
5e2cbb82a65dd9000671f32b,user,1579989890.0,"{'id': '1569453', 'firstName': 'Poncho', 'lastName': 'L', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/FLI0IFIFD01IUMHH.jpg'}}",4bca79653740b713eafe6065,https://foursquare.com/item/5e2cbb82a65dd9000671f32b,es,Es pet friendly.,
5d329b4ce97aae00236fcf50,user,1563597644.0,"{'id': '44559411', 'firstName': 'Mel', 'lastName': 'B', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/44559411-VX5NWPWJ1B41P0JQ.jpg'}}",4bca79653740b713eafe6065,https://foursquare.com/item/5d329b4ce97aae00236fcf50,es,"Lugar histórico, precios razonables y muy buena atención del personal.",
5e56bc799656ce000b4e8263,user,1582742649.0,"{'id': '1320108', 'firstName': 'Taylor', 'lastName': 'B', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/blank_girl.png', 'default': True}}",4f9c99fce4b05e5ed8000be0,https://foursquare.com/item/5e56bc799656ce000b4e8263,en,"Several locations throughout the city, great casual place with lots of mezcals to sip",
5e5475879b9e0c0007abf7ad,user,1582593415.0,"{'id': '72733852', 'firstName': 'Dra. Cristina', 'lastName': 'A', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/72733852-VUKUMYSL5GGGLBJ4.jpg'}}",4f9c99fce4b05e5ed8000be0,https://foursquare.com/item/5e5475879b9e0c0007abf7ad,es,muy sabroso.el mezcal ahumado y las cremas.,
5d733bcffaf4b700071790f8,user,1567833039.0,"{'id': '377689785', 'firstName': 'Daniel', 'lastName': 'M', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/377689785_hTx5kG3q_-dzRcoHJgmNG_KG__o6v_3XbMBS8seMeeDPHiZng549nBXlmz-eAUs5URLcKzLJK.jpg'}}",5733db9b498e6afe662b89dd,https://foursquare.com/item/5d733bcffaf4b700071790f8,es,"Buen ambiente para una cita, debes prestar atención a la música. Puedes pedir sushi del restaurante aledaño para acompañar tus bebidas. Viernes 2x1 en mojitos.",
5cda28c5180b91002c972dd5,user,1557801157.0,"{'id': '272463', 'firstName': 'Ricardo', 'lastName': 'S', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/272463_VWgKqGdi_HYfwIeqWhRNDoYQXmLRDcOA2ViqLAUo9o6btTYrQh-NhQwNh8v5w1cxy6Tscp8cD.jpg'}}",5733db9b498e6afe662b89dd,https://foursquare.com/item/5cda28c5180b91002c972dd5,es,Cerveza cara.,
5e743785d23d79000626d2e3,user,1584674693.0,"{'id': '100220630', 'firstName': 'Gaby', 'lastName': 'D', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/100220630-DSBKEX3EF5SQJPHK.jpg'}}",4b0586fef964a520107a22e3,https://foursquare.com/item/5e743785d23d79000626d2e3,es,"Agradable ambiente, excelente recuerdo de una primera cita 🙂",
5e51ec2698f31d0006df175d,user,1582427174.0,"{'id': '62141201', 'firstName': 'Karelina', 'lastName': 'T', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/62141201-Q2HU5VSSEUFTYNWP.jpg'}}",4b0586fef964a520107a22e3,https://foursquare.com/item/5e51ec2698f31d0006df175d,es,El servicio y ambiente era mejor antea.,
5deca9db9a6a51000627a4e7,user,1575791067.0,"{'id': '88792471', 'firstName': 'Brends', 'lastName': 'R', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/88792471-DMZTBSPJPA3VIYOY.jpg'}}",4c30339e7cc0c9b66518ed9a,https://foursquare.com/item/5deca9db9a6a51000627a4e7,es,El ambiente es excelente!,
5d50e717ce3fa90007e66bd8,user,1565583127.0,"{'id': '38688584', 'firstName': 'Federico', 'lastName': 'E', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/38688584_Xmqn8QRy_ERtqD_5bEyt87ZH90i5JtYbT5m_QfB6jELsA_PPcL_ujFswdLwjXXmHQPaW2u1sj.jpg'}}",4c30339e7cc0c9b66518ed9a,https://foursquare.com/item/5d50e717ce3fa90007e66bd8,es,Bien que no haya que pagar para entrar y mejor aún los buenos precios ... Pero la multitud que se arma adentro se les sale de control!,
5e5f144b3db7ac00065d2a4b,user,1583289419.0,"{'id': '4133598', 'firstName': 'Paola', 'lastName': 'C', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/TXNPYTBF5ELPGG3R.jpg'}}",556e1b5e498e8cee5db64a88,https://foursquare.com/item/5e5f144b3db7ac00065d2a4b,es,La atención del mesero excelente!! Hasta nos regaló bebidas gratis por parte de la casa. La comida deliciosa. Recomiendo las pescadillas de Marlín y los tacos de camarón. El ambiente bastante agusto.,"{'id': '5e5f144ca6badd00087f2f62', 'createdAt': 1583289420, 'source': {'name': 'Foursquare for iOS', 'url': 'https://foursquare.com/download/#/iphone'}, 'prefix': 'https://fastly.4sqi.net/img/general/', 'suffix': '/4133598_mDAFcMd6fwyWhDyA0VK0Td0I73_p9HiUS3bW4LbirZk.jpg', 'width': 1440, 'height': 1920, 'visibility': 'public'}"
5e3a2cb287eefd0006e574df,user,1580870834.0,"{'id': '21701534', 'firstName': 'Carina', 'lastName': 'M', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/21701534-ZGMSBYU4JP2FF5BA.jpg'}}",556e1b5e498e8cee5db64a88,https://foursquare.com/item/5e3a2cb287eefd0006e574df,es,"Comparado con otras sucursales, la del centro dejo mucho que desear.",
5e05c3bdfbf09600063eea3e,user,1577436093.0,"{'id': '67473107', 'firstName': 'JAime', 'lastName': 'C', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/67473107_WApHz-Ta_8Ll4i_lvLWO5jgG_24f3xJutvouWhKPEIB3taTrOJxMlQhsjXoIDbohrt0myz3Ez.jpg'}}",4c270ff6136d20a1db72e661,https://foursquare.com/item/5e05c3bdfbf09600063eea3e,es,Excelente ambiente y música 🎶 mi favorito. 👌,
5c984a508d0a53002ccb255d,user,1553484368.0,"{'id': '4039647', 'firstName': 'Christian', 'lastName': 'V', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/4039647-Z3XPJGPC5SAXG5JX.jpg'}}",4c270ff6136d20a1db72e661,https://foursquare.com/item/5c984a508d0a53002ccb255d,en,The best place in town.,
5e836dbb70e2e60006443cd8,user,1585671611.0,"{'id': '55289314', 'firstName': 'Carlos', 'lastName': 'd', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/55289314-JMEHG5115QTJLM2P.jpg'}}",4cb08738562d224b99061788,https://foursquare.com/item/5e836dbb70e2e60006443cd8,es,Muy rico todo,
5e583604534ccc000680d4af,user,1582839300.0,"{'id': '414348598', 'firstName': 'Mindaugas', 'lastName': 'M', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/414348598_tV73Pd-L_bNXIbWNwLaNgn07BLW1l5uXDeDOUllDcGNi-gQG4utZinZDBt0BXvKXB0ZfxBy8e.jpg'}}",4cb08738562d224b99061788,https://foursquare.com/item/5e583604534ccc000680d4af,en,These tacos are popular for a reason.,"{'id': '5e583606c3cc150008e8ec9d', 'createdAt': 1582839302, 'source': {'name': 'Foursquare for iOS', 'url': 'https://foursquare.com/download/#/iphone'}, 'prefix': 'https://fastly.4sqi.net/img/general/', 'suffix': '/414348598_dN-vus_3ScpRAuvtBqA9_KX091QkLOT8J6IrWSePaVQ.jpg', 'width': 1920, 'height': 1440, 'visibility': 'public'}"
5958209216fa040b52b75b8f,user,1498947730.0,"{'id': '40448073', 'firstName': 'Elizabeth', 'lastName': 'E', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/40448073-M0UJ3Y5GTMBCVLNI.jpg'}}",55aaeafd498e73eddb8d4543,https://foursquare.com/item/5958209216fa040b52b75b8f,es,Ya no me existe,
584c515dd8e5590c2c2b0a2f,user,1481396573.0,"{'id': '55517950', 'firstName': 'Nun', 'lastName': 'D', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/55517950-EFIPYMVG5XD04JYT.jpg'}}",55aaeafd498e73eddb8d4543,https://foursquare.com/item/584c515dd8e5590c2c2b0a2f,es,Ya tienen papas y alitas para pasar un buen rato:),"{'id': '584c518b730a923792a3573c', 'createdAt': 1481396619, 'source': {'name': 'Foursquare for Android', 'url': 'https://foursquare.com/download/#/android'}, 'prefix': 'https://fastly.4sqi.net/img/general/', 'suffix': '/55517950_hLQ5sX9BC9b-E8dZmoU2z8cQ8MRTIArgHFxhK7YqVr0.jpg', 'width': 4160, 'height': 3120, 'visibility': 'public'}"
5dd90b02155a440009b14e2e,user,1574505218.0,"{'id': '30099615', 'firstName': 'Reeny', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/30099615-MXU2CTEC13D4PRNP.jpg'}}",4ee2c89b722ea7b94390ea3f,https://foursquare.com/item/5dd90b02155a440009b14e2e,es,Las papas buenísimas. Aprovechen los jueves de 4 cervezas x $100.,
5ce9afb9fe3740002c2631b0,user,1558818745.0,"{'id': '336535509', 'firstName': 'Javier', 'lastName': 'O', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/blank_boy.png', 'default': True}}",4ee2c89b722ea7b94390ea3f,https://foursquare.com/item/5ce9afb9fe3740002c2631b0,es,Excelente lugar para echar la chela y escuchar rock por las noches,
5e8777c7bde31100068b46c4,user,1585936327.0,"{'id': '68475957', 'firstName': 'Rene', 'lastName': 'P', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/XVHGPIS0GTBBCBJV.jpg'}}",4da8e3a14b22f071ea9245c0,https://foursquare.com/item/5e8777c7bde31100068b46c4,es,"Tragos baratos, mala botana.",
5c4adac5c47cf9002c37640e,user,1548409541.0,"{'id': '272463', 'firstName': 'Ricardo', 'lastName': 'S', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/272463_VWgKqGdi_HYfwIeqWhRNDoYQXmLRDcOA2ViqLAUo9o6btTYrQh-NhQwNh8v5w1cxy6Tscp8cD.jpg'}}",4da8e3a14b22f071ea9245c0,https://foursquare.com/item/5c4adac5c47cf9002c37640e,es,Debajo de la primera oficina de Carlos Slim. Vale la pena ir alguna vez.,
5dfbe9ebe3e8c300060dbc83,user,1576790507.0,"{'id': '419939418', 'firstName': 'Guillermo', 'lastName': 'R', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/419939418_i8cbyMdL_MyPKQKt3jAgDrfYYckP7MSoevN5pLlRDVWMDt-eoTDoI60pSbY1B0B329VPgUg-w.jpg'}}",4eb83dfb4901cef9d9b877ba,https://foursquare.com/item/5dfbe9ebe3e8c300060dbc83,es,Es una terraza bonita y comfortable. Es un lugar prefecto para una salida con tu pareja. Hay que tomar en cuenta que no es tan barato.,
