id,alias,name,image_url,is_claimed,is_closed,url,phone,display_phone,review_count,categories,rating,photos,price,hours,transactions,special_hours,address1,city,zip_code,country,state,latitude,longitude
9vrA1fTxt0KSYZ7BVeUGMQ,la-casa-de-toño-méxico-6,La Casa de Toño,https://s3-media2.fl.yelpcdn.com/bphoto/HeN58spNSJSb8bMAtKxQxw/o.jpg,,False,https://www.yelp.com/biz/la-casa-de-to%C3%B1o-m%C3%A9xico-6?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,+525553861125,+52 55 5386 1125,63.0,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,,$,,{},,Av. Cuauhtémoc 439,"México, D.F.",03020,MX,DIF,19.403304,-99.155576
KZuhFaDhcRqyLWCdz9fOWA,central-de-pizzas-méxico-4,Central de Pizzas,https://s3-media1.fl.yelpcdn.com/bphoto/r7AqLgOkknunPJrT1aYirw/o.jpg,,False,https://www.yelp.com/biz/central-de-pizzas-m%C3%A9xico-4?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,+525555192122,+52 55 5519 2122,8.0,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,,$$,,{},,Doctor Vértiz 523,"México, D.F.",03020,MX,DIF,19.4023745,-99.1507088
UrezCP1b88Km2SzI9naZ2Q,henry-sailor-méxico,Henry Sailor,https://s3-media1.fl.yelpcdn.com/bphoto/t06exviRbRs3ogd0Bvt8Yw/o.jpg,,False,https://www.yelp.com/biz/henry-sailor-m%C3%A9xico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,+525511076071,+52 55 1107 6071,6.0,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.0,,$$,,{},,Av. Universidad 281,"México, D.F.",03020,MX,DIF,19.389411,-99.153247
OkjXHWFz0IUOXRRDiMZkzQ,crisanta-garage-méxico,Crisanta Garage,https://s3-media2.fl.yelpcdn.com/bphoto/W0BDSMIA0yZfHBcO9XLOMA/o.jpg,,False,https://www.yelp.com/biz/crisanta-garage-m%C3%A9xico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,,,3.0,"[{'alias': 'bars', 'title': 'Bars'}]",4.0,,,,{},,Doctor Vértiz S/N,"México, D.F.",03020,MX,DIF,19.3887974500273,-99.1517374444275
HfIzULKwToI1AaxUGA5uSw,rock-and-road-pool-and-bar-ciudad-de-méxico,Rock And Road Pool And Bar,https://s3-media4.fl.yelpcdn.com/bphoto/zSoDZmsv7CeRJTN2uYyDSw/o.jpg,,False,https://www.yelp.com/biz/rock-and-road-pool-and-bar-ciudad-de-m%C3%A9xico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,+525555439069,+52 55 5543 9069,6.0,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",4.0,,,,{},,Luz Saviñón 1315,Ciudad de México,03020,MX,DIF,19.390759,-99.156909
ekgevIb4nbIH_Sf9Sp_XSA,la-perdida-méxico,La Perdida,https://s3-media1.fl.yelpcdn.com/bphoto/jgpy1cBZwJHnK7LxWBwaQA/o.jpg,,False,https://www.yelp.com/biz/la-perdida-m%C3%A9xico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,+525535082611,+52 55 3508 2611,5.0,"[{'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,,$$,,{},,DIagonal San Antonio 1684,"México, D.F.",03020,MX,DIF,19.3986095207928,-99.1517286747694
1BMQpJ_TpDQtRBmwnw0JxQ,saloon-los-cuates-méxico-2,Saloon Los Cuates,https://s3-media2.fl.yelpcdn.com/bphoto/eqb_32IJ0l1Os5JC8iUmdw/o.jpg,,False,https://www.yelp.com/biz/saloon-los-cuates-m%C3%A9xico-2?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,+525555232142,+52 55 5523 2142,8.0,"[{'alias': 'bars', 'title': 'Bars'}]",4.5,,$$,,{},,Doctor José María Vértiz 823,"México, D.F.",03020,MX,DIF,19.3910828978011,-99.1514394388702
XRKK4xAMW86t3hUYA4FwZA,leones-bar-méxico,Leones Bar,https://s3-media2.fl.yelpcdn.com/bphoto/pyL_sv7xBF1UU1caP9FSOQ/o.jpg,,False,https://www.yelp.com/biz/leones-bar-m%C3%A9xico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,+525555199120,+52 55 5519 9120,4.0,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'karaoke', 'title': 'Karaoke'}]",3.0,,$$,,{},,Doctor Vértiz 597,"México, D.F.",03020,MX,DIF,19.399366,-99.1509273
wcU_Zwl_Lk-4yVnlhdpDgA,bar-mamá-lupaz-méxico,Bar Mamá Lupaz,https://s3-media2.fl.yelpcdn.com/bphoto/-SQzcViAoXwUJ55IjeN1wQ/o.jpg,,False,https://www.yelp.com/biz/bar-mam%C3%A1-lupaz-m%C3%A9xico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,+525255900411,+52 5255900411,1.0,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'burgers', 'title': 'Burgers'}]",2.0,,,,{},,Eje Central 592,"México, D.F.",03400,MX,DIF,19.3974895,-99.1457596
BC1QbMKaJb6A1_o6U13Zbw,la-facultad-méxico,La Facultad,https://s3-media2.fl.yelpcdn.com/bphoto/sAzqSok_k37GJ7QX6i1t7A/o.jpg,,False,https://www.yelp.com/biz/la-facultad-m%C3%A9xico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,,,2.0,"[{'alias': 'bars', 'title': 'Bars'}]",3.0,,$$,,{},,Universidad 199,"México, D.F.",03020,MX,DIF,19.3928864,-99.1508028
AEzpxaKjffwYkDj72Lz0pg,el-nuevo-edén-méxico,El Nuevo Edén,https://s3-media1.fl.yelpcdn.com/bphoto/V1ZdFCXz_uzyCtjG3p6e0A/o.jpg,,False,https://www.yelp.com/biz/el-nuevo-ed%C3%A9n-m%C3%A9xico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,+525555196174,+52 55 5519 6174,2.0,"[{'alias': 'bars', 'title': 'Bars'}]",4.0,,,,{},,Xola 1308,"México, D.F.",03020,MX,DIF,19.395922,-99.1550289
c5Yq9PSwr0ES6gOrDAWVOg,los-hijos-del-burro-méxico,Los Hijos del Burro,https://s3-media2.fl.yelpcdn.com/bphoto/QQGpyhpwwqmXYVz03nER0Q/o.jpg,,False,https://www.yelp.com/biz/los-hijos-del-burro-m%C3%A9xico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,+525536550954,+52 55 3655 0954,2.0,"[{'alias': 'divebars', 'title': 'Dive Bars'}]",3.5,,,,{},,Calzada de Tlalpan 839 colonia Postal,"México, D.F.",03300,MX,DIF,19.3894420565417,-99.1390065356903
5r5Qw_IcL7ybaPXST0VTqw,bar-miramar-benito-juárez,Bar Miramar,https://s3-media4.fl.yelpcdn.com/bphoto/ReYdLbPBy5wXn2Yrkg_q8A/o.jpg,,False,https://www.yelp.com/biz/bar-miramar-benito-ju%C3%A1rez?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,+525555217180,+52 55 5521 7180,6.0,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",2.5,,,,{},,José Azueta 33,"México, D.F.",03440,MX,DIF,19.3869897934818,-99.1429933447703
kLdYcntP4p1tXn7wtR_YuQ,nabuccos-méxico,Nabuccos,https://s3-media4.fl.yelpcdn.com/bphoto/LRO8Bw2DhfMSmPJAuQM_SQ/o.jpg,,False,https://www.yelp.com/biz/nabuccos-m%C3%A9xico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,,,1.0,"[{'alias': 'hookah_bars', 'title': 'Hookah Bars'}]",4.0,,$$,,{},,Av. Universidad 381,"México, D.F.",03020,MX,DIF,19.3861294,-99.1551971
bd_nLB1f6S6IC3P-X9Qe6w,el-mesón-del-quijote-méxico,El Mesón del Quijote,https://s3-media4.fl.yelpcdn.com/bphoto/jPgxojeLBgIX_ecOLmshwg/o.jpg,,False,https://www.yelp.com/biz/el-mes%C3%B3n-del-quijote-m%C3%A9xico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,+525555193044,+52 55 5519 3044,1.0,"[{'alias': 'divebars', 'title': 'Dive Bars'}]",3.0,,,,{},,Diagonal de San Antonio 1411,"México, D.F.",03020,MX,DIF,19.3965154720754,-99.1548510714111
IMsrjpIuF8Ck6lHsAN8H5Q,la-pachanga-méxico,La Pachanga,https://s3-media2.fl.yelpcdn.com/bphoto/g2wHfYdvxXg53_yxBguTCA/o.jpg,,False,https://www.yelp.com/biz/la-pachanga-m%C3%A9xico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,+525555902991,+52 55 5590 2991,1.0,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]",3.0,,,,{},,Playa Roqueta 76,"México, D.F.",08830,MX,DIF,19.3841330924865,-99.1311005450887
HHTnBfRLvJCmnsfYS57BUw,pez-muy-muy-ciudad-de-méxico,Pez Muy muy,https://s3-media2.fl.yelpcdn.com/bphoto/cWDlDa53N6wQHjXv76jFng/o.jpg,,False,https://www.yelp.com/biz/pez-muy-muy-ciudad-de-m%C3%A9xico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,+525585264155,+52 55 8526 4155,1.0,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",5.0,,,,{},,Caleta 466,Ciudad de México,03020,MX,DIF,19.4004475132286,-99.1501632705331
99iD4LwOAdu_HNQaSlIRxw,el-bandolero-méxico,El Bandolero,https://s3-media4.fl.yelpcdn.com/bphoto/MbhdRIedMZFkg_Sz8NHJfQ/o.jpg,,False,https://www.yelp.com/biz/el-bandolero-m%C3%A9xico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,+525555302479,+52 55 5530 2479,1.0,"[{'alias': 'beerbar', 'title': 'Beer Bar'}]",3.0,,$$,,{},,Doctor Vertiz 625-E,"México, D.F.",03020,MX,DIF,19.398500404309,-99.1509364065391
3-p-oFCO843SjKS3_7_fAg,american-burger-méxico-2,American Burger,https://s3-media1.fl.yelpcdn.com/bphoto/1Wfzn_R3d7twLwm2R4hfSQ/o.jpg,,False,https://www.yelp.com/biz/american-burger-m%C3%A9xico-2?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,+525567314521,+52 55 6731 4521,2.0,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",4.0,,$,,{},,Calle Palenque 82,"México, D.F.",03020,MX,DIF,19.4024811,-99.1511078
biwr1V332cQtNkvoHIA06Q,onyx-bar-and-disco-méxico,Onyx Bar and Disco,https://s3-media3.fl.yelpcdn.com/bphoto/R8XylOZdo1Rs7XRjCunydw/o.jpg,,False,https://www.yelp.com/biz/onyx-bar-and-disco-m%C3%A9xico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,+525555392867,+52 55 5539 2867,1.0,"[{'alias': 'bars', 'title': 'Bars'}]",4.0,,,,{},,Calzada de Tlalpan 1273,"México, D.F.",03610,MX,DIF,19.381536,-99.1400645
vA_80LXrV91QKi7J4v0vwQ,restaurante-bar-el-amaranto-méxico,Restaurante-Bar El Amaranto,https://s3-media4.fl.yelpcdn.com/bphoto/G3dxWwhrt18DTq4V2VZfmg/o.jpg,,False,https://www.yelp.com/biz/restaurante-bar-el-amaranto-m%C3%A9xico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,+525555395074,+52 55 5539 5074,9.0,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.0,,$$$,,{},,Montealbán 639,"México, D.F.",03650,MX,DIF,19.3750481907822,-99.1537406642792
_I1yGoUmkiQCVIT_tLMTDA,el-lugar-de-roshell-méxico,El Lugar de Roshell,,,False,https://www.yelp.com/biz/el-lugar-de-roshell-m%C3%A9xico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,+525555523691,+52 55 5552 3691,1.0,"[{'alias': 'gaybars', 'title': 'Gay Bars'}]",4.0,,,,{},,Lorenzo Boturini 440,"México, D.F.",15820,MX,DIF,19.3998054282151,-99.1381246024219
v02WdlRPK8uwkHprTu5RNQ,beer-bazar-méxico,Beer Bazar,https://s3-media2.fl.yelpcdn.com/bphoto/nzPyltVPfQyJmu0heR3Gxw/o.jpg,,False,https://www.yelp.com/biz/beer-bazar-m%C3%A9xico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,+525518391299,+52 55 1839 1299,1.0,"[{'alias': 'beerbar', 'title': 'Beer Bar'}]",4.0,,,,{},,Santa Anita 37,"México, D.F.",08200,MX,DIF,19.3989071308087,-99.1357012944617
aD5r8sh4-AoeaqE2nMsCkg,antagónico-méxico,Antagónico,https://s3-media1.fl.yelpcdn.com/bphoto/dDNrxQhHS5EteNQE_szSNQ/o.jpg,,False,https://www.yelp.com/biz/antag%C3%B3nico-m%C3%A9xico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,,,2.0,"[{'alias': 'bars', 'title': 'Bars'}]",3.5,,,,{},,Universidad 199,"México, D.F.",03020,MX,DIF,19.3928864,-99.1508028
Z7W3waV5Mznoqdd267piQQ,cervecería-el-oasis-cuauhtémoc-2,Cervecería el Oasis,https://s3-media1.fl.yelpcdn.com/bphoto/dvlD0mHCKOknneWrWYOjnw/o.jpg,,False,https://www.yelp.com/biz/cervecer%C3%ADa-el-oasis-cuauht%C3%A9moc-2?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,,,2.0,"[{'alias': 'bars', 'title': 'Bars'}]",3.5,,,,{},,Calle República de Cuba 2 G,"México, D.F.",06010,MX,DIF,19.405201,-99.129924
5ZWRN7UjJTaUpZRx4Ue28g,el-puerto-méxico,El Puerto,,,False,https://www.yelp.com/biz/el-puerto-m%C3%A9xico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,+525556055855,+52 55 5605 5855,1.0,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",5.0,,,,{},,Av. Universidad 520,"México, D.F.",03020,MX,DIF,19.3819635491325,-99.1570877283812
JUfv5GAWCJgMU1tah9-wQg,la-cervecería-de-barrio-méxico-9,La Cervecería de Barrio,https://s3-media3.fl.yelpcdn.com/bphoto/tNqsSHD_RyTXHnoKsBw1Pg/o.jpg,,False,https://www.yelp.com/biz/la-cervecer%C3%ADa-de-barrio-m%C3%A9xico-9?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,+525565546163,+52 55 6554 6163,4.0,"[{'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'argentine', 'title': 'Argentine'}, {'alias': 'mexican', 'title': 'Mexican'}]",2.0,,,,{},,Calle Xochicalco 194,"México, D.F.",03020,MX,DIF,19.403779987543,-99.1529002898019
jkASiaCSVSohHfE137fvHA,el-caporal-alamos-méxico,El Caporal Alamos,https://s3-media4.fl.yelpcdn.com/bphoto/gp2OH-GrLShuUns-sO-v4A/o.jpg,,False,https://www.yelp.com/biz/el-caporal-alamos-m%C3%A9xico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,+525555387635,+52 55 5538 7635,2.0,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.0,,,,{},,Fernando 65,"México, D.F.",03400,MX,DIF,19.4000489997361,-99.1393838702318
BHSSpqWkD2U2RMnSxHp6gA,el-barril-del-coyote-méxico,El barril del coyote,https://s3-media4.fl.yelpcdn.com/bphoto/YMoOYH8hQG5lxUUkh1uusQ/o.jpg,,False,https://www.yelp.com/biz/el-barril-del-coyote-m%C3%A9xico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xDKeFNUg3YH3P2W3fl1X6g,+525520893567,+52 55 2089 3567,3.0,"[{'alias': 'bars', 'title': 'Bars'}]",2.5,,$$,,{},,"Doctor Vértiz #783 C, colonia Narvarte","México, D.F.",03023,MX,DIF,19.3928026,-99.1514417
