id,place_id,name,price_level,rating,user_ratings_total,icon,photos,reference,types,vicinity,compound_code,global_code,latitude,longitude
a794440aef491e27c959f2609c50ba750a6dc761,ChIJRfdxPdL-0YURpR0XRnc1L6g,Bar La Mandragora,1.0,4.2,451.0,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108419708603801340361"">KHARMATRÓN GTA ONLINE</a>'], 'photo_reference': 'CmRaAAAAK9BzRSk2yY9_a4_JB_8-bXg4Qxpr4zkdfa60jAy6JUXkY2BM4G661iFMd_o0mWM3L9v0hYi9RqIck9daBUw7VF30IGXnU9l8Wf79LE2ypFwdS8cdb-3jNopVeMgn6AKEEhAuEBmu44AzHcVRWpE2tKavGhQ5keaU84EUJJN4XACVFwSGFwIYqQ', 'width': 3120}]",ChIJRfdxPdL-0YURpR0XRnc1L6g,"['bar', 'point_of_interest', 'establishment']","Cjon. Mesones 7, Centro Histórico de la Cdad. de México, Centro, Ciudad de México",CVH7+8J Mexico City,76F2CVH7+8J,19.4282656,-99.1359938
d6936db5fe14e19ccb4378a4b0ddb03925e1b5f8,ChIJ1RCBZ_UAzoURF__3p7_CaHM,Dobermann Centro,2.0,4.1,1757.0,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[{'height': 1000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112321863006818869558"">Dobermann Centro</a>'], 'photo_reference': 'CmRaAAAAhKu3JdS9YtZqvZz75XByHCq6A5_EtrlufLBRbM6QjnB9J5pvMtVjyHqGmTiMQ3TsznfjDCznVIP--brMo69LooPyx_9ishvI9PwKuf5UMHRH4EvZzwlkoN873s_834piEhDrk8l3tZRzxfX07yooN7rXGhS_e8NoM4EqJwTqsVBfgNXrY2UyPQ', 'width': 1000}]",ChIJ1RCBZ_UAzoURF__3p7_CaHM,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Av Francisco I. Madero 20, Centro Histórico de la Cdad. de México, Centro, Ciudad de México",CVM6+JC Mexico City,76F2CVM6+JC,19.4340973,-99.1389008
0604fdccefdd11720692c4fce47c934d10d2f76a,ChIJQwrGJdL-0YURYIh5jNTdumw,Mexicano - Bar,2.0,4.3,598.0,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101972328389193186884"">Alejandro Miguel Zambrano</a>'], 'photo_reference': 'CmRaAAAAI4O9NsWJ9Gy1QWDfgBkE3vwajEvByHpBIjUeO40jj7R7kpruZk3Plm_Hlj0w0WnrICJ883EkKMKs6FPgYvvbVGPw1xVCAQIZ8-0YXPBYHTFpjPgMkC_l7n2bOom7KavUEhDoXRAXXmgI2m6ylBHeUcGNGhQgHCnIDB5YTicw65sGZPOygS7V9g', 'width': 4032}]",ChIJQwrGJdL-0YURYIh5jNTdumw,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Calle Regina 27, Centro Histórico de la Cdad. de México, Centro, Ciudad de México",CVH7+39 Mexico City,76F2CVH7+39,19.4277,-99.1365356
f0429fefe8a83c39d7d47384c264958d3550fd82,ChIJS4yeOyv50YURheNJuwC-kFI,Bubba Bar,,4.1,56.0,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110633857082738934213"">Eliza Ramirez</a>'], 'photo_reference': 'CmRaAAAAc10uPA_FBOMTsIeNgghsYJX3O77fXQumGK2RHmAHTznec_dBd2W8fCrwnYw_sNGf3WVLC3YgmYek8xH1e6AYvjMg07t7agg5rUkqTQ1LFnZXeUoM_Suyauj89iKPsIzmEhA6kmJz9KpoMEyoQik3cvMlGhQiIE29qIfFWW0phrmEtJmQ7xH3vQ', 'width': 4608}]",ChIJS4yeOyv50YURheNJuwC-kFI,"['bar', 'point_of_interest', 'establishment']","Calle López 3, Colonia Centro, Centro, Ciudad de México",CVM5+H5 Mexico City,76F2CVM5+H5,19.4339191,-99.14204800000002
a5fe141c84ee42ca7efde06a2352d23a4802be2c,ChIJ1TCbn__-0YURJoYNZZyFyww,Bar Miramar,2.0,3.7,102.0,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116671323850773947745"">Luis Goico</a>'], 'photo_reference': 'CmRaAAAAAynyOSUoIdKXV2cz6cDzqj-zBI7ZCqh0zLCaf6-1ES9ZFdtI_bQttEel65H6zMnm72K6Cp7SDoG53-_ciXNsY-MSL7j6oFhkBxi5ENGM9nAbLsxIlMpJkRm9q3N2vZ7GEhCIj4YMSZ0xmVOSdVOtRo42GhQerCL4Cb7Fls_Ci7JIxmJ5eJKy9g', 'width': 5120}]",ChIJ1TCbn__-0YURJoYNZZyFyww,"['bar', 'point_of_interest', 'establishment']","José Azueta 33, Colonia Centro, Centro, Ciudad de México",CVM3+H6 Mexico City,76F2CVM3+H6,19.4338909,-99.1468968
354ecc9ee32f34bcd17195483abd14a538cf3f2f,ChIJN0BR8NH-0YURFvTrL9mSCcU,Terraza Barullo's Bar,2.0,3.8,3624.0,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[{'height': 2269, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111016607639151286625"">A Google User</a>'], 'photo_reference': 'CmRaAAAAUlGvMKsQ3MWBf6IRAuegBlmcAmmgWhkjpw7QMzchCRSLBjpbgfUPyMshHY4OEYmaNDAG2UexkVgi91HuLTG-dxZFhIT2uB-IVRqnB9w9Zo9JNfr34VTbFUtwjPpIlLHbEhBXStYpQFVbCdYdW-JGGaDvGhQbHdVbnKT1tVAP9lXp1ceDfx_Nog', 'width': 4032}]",ChIJN0BR8NH-0YURFvTrL9mSCcU,"['bar', 'point_of_interest', 'establishment']","San Jerónimo 70, Centro Histórico de la Cdad. de México, Centro, Ciudad de México",CVG7+QV Mexico City,76F2CVG7+QV,19.4269619,-99.1353378
ac368a14e0a58983fd07efd1fca6efbf3faa2c49,ChIJ-6_H9yv50YURuD9FDAxTREY,Secret Disco Bar,,3.9,165.0,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104489907004844539860"">Karla Mariana Trejo Morales</a>'], 'photo_reference': 'CmRaAAAAUW2__oxB9GAIiT3D0fCu8KpwGIo1cCuf7ICL60w84dlBCSleeT4w8sDlYHcXEzjfgu5Z6s1T2ATzXexDBPdlDxCp3eXaJcjj4P_2pQ6CS82VoRETxZPcBh161Qn7ACqUEhAxFBb7CzGmyyQrNLSbJ9CGGhQA5rE4H9V1Zl9WE11LjvyyokIrUA', 'width': 4032}]",ChIJ-6_H9yv50YURuD9FDAxTREY,"['bar', 'point_of_interest', 'establishment']","Eje Central Lázaro Cárdenas 24, Centro Histórico de la Cdad. de México, Guerrero, Ciudad de México",CVQ5+6X Mexico City,76F2CVQ5+6X,19.4380893,-99.1400723
d36f4dec9930f426401219ab0b55b9edf583bbb1,ChIJ4wZ_B87-0YUR8YMpQyf9sYc,Bar Kary,,3.3,4.0,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[{'height': 1087, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106057377568543519785"">Marisol Flores</a>'], 'photo_reference': 'CmRaAAAAQlE4dhJ9EPrkMFDaSUfBeflLr-UvYXqibKmoBKK4hI6mGgUASrLa5karf52xVRXkKCUwa5GiyYoyNaKHnj-X2leZHbTPCl6dlrgEgrMh02m7yUnrryLwZGG1_kbqu3HEEhAA_-9B74Phu4joV8IbIJ4yGhQ-4asCqAHwv4lAboMuye4Evf_SbA', 'width': 1080}]",ChIJ4wZ_B87-0YUR8YMpQyf9sYc,"['bar', 'point_of_interest', 'establishment']","Calle Regina, Centro Histórico de la Cdad. de México, Centro, Ciudad de México",CVG8+X9 Mexico City,76F2CVG8+X9,19.4274743,-99.13403679999999
2d0591e81d239044ddbc0cdb868f9f227cc9dc74,ChIJ_VWFYQf_0YURmXvB-lIQ5dg,Cerveza Clandestina,,0.0,0.0,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,,ChIJ_VWFYQf_0YURmXvB-lIQ5dg,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","La Academia 22, Centro Histórico de la Cdad. de México, Centro, Ciudad de México",CVMC+2C Mexico City,76F2CVMC+2C,19.4325559,-99.12896680000001
2daa364bfc6d54c19c36d0b8a3b4dc3e0be70044,ChIJe1HUdyj50YURxVDxyfQUWsA,Modelorama,,3.8,10.0,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,,ChIJe1HUdyj50YURxVDxyfQUWsA,"['liquor_store', 'point_of_interest', 'store', 'establishment']","Calle Soto 201, Guerrero, Ciudad de México",CVV4+QG Mexico City,76F2CVV4+QG,19.4443898,-99.1436911
7ff8e6a75cbe63e1f636ba2e1055ee5c6926c282,ChIJd-Ax4ZT50YURXijS5kO62SA,Cervecería Xolotl,,4.7,327.0,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104619962246232345859"">Daniel Mejía</a>'], 'photo_reference': 'CmRaAAAArrbBKPwUb3docw9kl-JkhkJMAm5uyEEGz9Ygs1GZiVtrHZ1svZ6t6LENDdzprtY7Fz7FahyWyz_cJZgId5dwr1DP_UlJeOzgehmmUe4quoLsTNivq4AUKCBSNRX6T3KMEhBy9wCuKaug5lK4vBB-daNPGhTeyGqzY8udvLBZjScxScFJPCWeNg', 'width': 2336}]",ChIJd-Ax4ZT50YURXijS5kO62SA,"['bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Ignacio Allende 24, Centro Histórico de la Cdad. de México, Centro, Ciudad de México",CVQ6+3V Mexico City,76F2CVQ6+3V,19.4377466,-99.13779129999999
24372acf6b5f9cba9a6a1f9fd7c44ea48b7acc35,ChIJ7xb82tn-0YURQ6OKPxf_sm8,Cerveceria La Reforma,,4.6,39.0,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106196252934351352645"">Marco André Navarrete</a>'], 'photo_reference': 'CmRZAAAArYuDdn_fj4z6AnAgKlZXuoMKHNPNs9hEIJurW_dJ6mUkR2AhD0YH7lVx_5cIuuWuMQq3kGHXWYN6j783tN-UnKclepa05Ozg73mH0lBNT4lyh8yIEjn3OxCB1lHdw29IEhD3ajWDRafpmEuWt6pOuS_cGhS2pgXDD-xq_9HLvLrE9QKnuWIR3A', 'width': 3040}]",ChIJ7xb82tn-0YURQ6OKPxf_sm8,"['food', 'point_of_interest', 'establishment']","Calle Laura Mendez de Cuenca 21 A, Cuauhtemoc, Obrera, Ciudad de México",CVC5+75 Mexico City,76F2CVC5+75,19.420653,-99.14204319999999
8507c2db92eb6725ebe9af0b5d6a1e0407a43595,ChIJHf_H4jf50YURmcORCV83wuw,Cerveza Modelo,,3.7,3.0,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,,ChIJHf_H4jf50YURmcORCV83wuw,"['liquor_store', 'point_of_interest', 'store', 'establishment']","Calle Mecanicos, Morelos, Ciudad de México",CVVG+XH Mexico City,76F2CVVG+XH,19.4449485,-99.1235576
b391ea588115aa08ea580c392eb59191fcf6c40b,ChIJ94StmEn50YURrZtV79ipQCk,Modelorama,,4.0,25.0,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,,ChIJ94StmEn50YURrZtV79ipQCk,"['liquor_store', 'point_of_interest', 'store', 'establishment']","Hortelanos 9, Morelos, Ciudad de México",CVRH+HJ Mexico City,76F2CVRH+HJ,19.441437,-99.120995
7ebb1db25f76df854e6177371aab17d7adb479ab,ChIJqWlVgNH-0YURyUpwAgnbIJU,El Depósito,2.0,4.2,948.0,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110795217743253364710"">Andres Alcantara</a>'], 'photo_reference': 'CmRaAAAAPgSVooX8hqlu-0OjvLL80-RqzWTVH5dnJAaWd008clObErxgkG_jEcHPU2TOHKmvFs2ohW3NNkzuHpE3rDdyvCvFEoRrutnPt0SWsJoqUZ8UndOJOKeE147Qla6SoKgyEhDv3RqbY40s-MvAKTMMnB8HGhR9DynRwArTH_Vi4_4bieJSNGJXdw', 'width': 2304}]",ChIJqWlVgNH-0YURyUpwAgnbIJU,"['bar', 'point_of_interest', 'establishment']","Isabel la Católica 96, Centro Histórico de la Cdad. de México, Centro, Ciudad de México",CVG7+V4 Mexico City,76F2CVG7+V4,19.4271951,-99.1371381
99bdced537a34e12a95fcf41755c0b8e0e61b85e,ChIJsbljwPz50YURH08jBESsnZQ,La Chiingada Alitas & Cervezas,,0.0,0.0,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[{'height': 448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113934334942735249232"">A Google User</a>'], 'photo_reference': 'CmRaAAAAVTg4P_9EDIZYDujSTMpdTv1qW96ky7MYkkaqOGfCC8IzIGSuiLdOvzMPIQEDUfY3H_YHqsV2Gt1G4yUD3vqUACUBjn6BvPCnGYlqgA--WpnPBlIyziplrXqGk33iPHKxEhCVenOTGEduXj2AJDmk8qbbGhSTi-gT4KJx6dCIYS9rsVqdo_1SBA', 'width': 799}]",ChIJsbljwPz50YURH08jBESsnZQ,"['bar', 'point_of_interest', 'establishment']","Rivero 100 Accesoria 711 Morelos, Tepito, Ciudad de México",CVXF+23 Mexico City,76F2CVXF+23,19.4475828,-99.12732009999999
0011f52b22c40d14b342f8a9e26cd934a848e1d8,ChIJDyMxaCz_0YURjkhB8Z9IXhA,Cerveceria Vizcaya,,4.2,53.0,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106070320484780409931"">Roberto Casillas</a>'], 'photo_reference': 'CmRaAAAAwQ8z5yL2-qP_RhGmCtxDpsxwBmr5Hf-amfEGtqH3BkJXXNWMKz6RWe7HD23ySJiZNlpV8zKuG0Rp_fxT8oKWKhTmBwMDu6ewqMjCxLNZh-ESdhsN91p3Z__2Tm0gWeWNEhDFRfXWdknQpuc5bYX8uzxFGhQRvmwOZqaU7sHOtDi8ih-YlEe2gw', 'width': 2268}]",ChIJDyMxaCz_0YURjkhB8Z9IXhA,"['bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Bucareli 128-E, Colonia Centro, Centro, Ciudad de México",CRHX+C2 Mexico City,76F2CRHX+C2,19.4285751,-99.1524523
ee532da241184699e8b13637cc6b9ec8b6e221c2,ChIJ4SxVs9L-0YURjo7MVvbVtJM,Hilaria,2.0,4.5,736.0,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117891513794941396407"">Gabriel S</a>'], 'photo_reference': 'CmRaAAAASlMyXxEgiXj1l3mszZK5aJB8AzIvRY8DktC_CwVPJMBZfixaBs1qHELbTHEIVGiId5JpvHDnUpnZs0vmxPzM1AGBFHGD68-D9igk_bqvwxkh5V27YYyjs96zzdVLccaSEhDGyM4OHhvqsvYXJYWgkl-gGhTqoiocBUKiW9RozOCngN0eK5tWPg', 'width': 4032}]",ChIJ4SxVs9L-0YURjo7MVvbVtJM,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Avenida Francisco I. Madero 57 local 101, 102, 103, Centro, Ciudad de México",CVM7+7P Mexico City,76F2CVM7+7P,19.4331613,-99.1356275
