created_at,id,id_str,text,truncated,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,protected,followers_count,friends_count,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,geo,coordinates,listed_count,verified,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,attributes,bounding_box,contained_within,country,country_code,full_name,tweet_place_id,place_name,place_type,place_url,user_created_at,description,user_id,user_id_str,location,name,screen_name,hashtags
Sat Mar 21 19:49:22 +0000 2020,1241451858138456064,1241451858138456064,"#Covid_19 
La estupidez humana... https://t.co/GxV2CEaQdz",False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,False,12439,7939,1076,,,True,False,145396,es,False,False,,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,True,http://pbs.twimg.com/profile_images/1238650923498512385/7yQEmdPS_normal.jpg,https://pbs.twimg.com/profile_images/1238650923498512385/7yQEmdPS_normal.jpg,https://pbs.twimg.com/profile_banners/54368728/1510904164,2FC2EF,FFFFFF,252429,666666,True,True,False,False,False,False,False,,,121,False,,False,2,8,False,False,False,{},"{'type': 'Polygon', 'coordinates': [[[-99.1919955, 19.357102], [-99.1309649, 19.357102], [-99.1309649, 19.4041235], [-99.1919955, 19.4041235]]]}",[],Mexico,MX,"Benito Juárez, Distrito Federal",7d93122509633720,Benito Juárez,city,https://api.twitter.com/1.1/geo/id/7d93122509633720.json,Mon Jul 06 23:13:36 +0000 2009,ॐ ♍En algún lugar del mundo /OJO: Todo lo que se escribe aquí es a título personal.  🕉 #Phoneography #Travel  IG: laotrana / Humor negro/ Yo tengo otros datos✈,54368728,54368728,everywhereॐ ,Up in the sky fuckers! ॐ namasté,AnnaDelAire,Covid_19
Sat Mar 21 19:49:10 +0000 2020,1241451805319376896,1241451805319376896,"Esta es una manera de protegerte contra el #Covid_19 (a 27•C). La otra es no salir de casa, al menos por unos días. https://t.co/rpkE4mUXc2",False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,False,198,468,1104,,,True,False,1116,es,False,False,,C6E2EE,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,False,http://pbs.twimg.com/profile_images/1241224744659079170/QNjg24cP_normal.jpg,https://pbs.twimg.com/profile_images/1241224744659079170/QNjg24cP_normal.jpg,https://pbs.twimg.com/profile_banners/481573443/1581083706,1F98C7,C6E2EE,DAECF4,663B12,True,True,False,False,False,False,False,,,8,False,,False,0,2,False,False,False,{},"{'type': 'Polygon', 'coordinates': [[[-105.23964527452095, 20.657748473441455], [-105.23964527452095, 20.657748473441455], [-105.23964527452095, 20.657748473441455], [-105.23964527452095, 20.657748473441455]]]}",[],Mexico,MX,Galerías Vallarta,07d9e42514482003,Galerías Vallarta,poi,https://api.twitter.com/1.1/geo/id/07d9e42514482003.json,Thu Feb 02 22:56:35 +0000 2012,"Expeditionary of inner and outer territories. Sometimes I stay put, just for balance. #architecture #openwater #swimmer #realestate #yoga",481573443,481573443,"Jalisco, México",Manuel Varela Michel,varelamanolo,Covid_19
Sat Mar 21 19:48:57 +0000 2020,1241451752567844865,1241451752567844865,"@EnriqueAlfaroR Pero los síntomas del #Covid_19 se pueden presentar hasta dentro de 14 días, se me hace una medida… https://t.co/43ALLYUtmb",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1241394202908344326,1241394202908344326,113709009,113709009,EnriqueAlfaroR,False,828,1778,11165,,,True,False,9318,es,False,False,,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/1208396933162651648/-LWxRJJS_normal.jpg,https://pbs.twimg.com/profile_images/1208396933162651648/-LWxRJJS_normal.jpg,https://pbs.twimg.com/profile_banners/83654821/1581656039,FF0000,FFFFFF,F3F3F3,333333,True,True,False,False,False,False,False,,,1,False,,False,0,0,False,False,,{},"{'type': 'Polygon', 'coordinates': [[[-100.537499, 20.8874741], [-100.235551, 20.8874741], [-100.235551, 21.1143591], [-100.537499, 21.1143591]]]}",[],Mexico,MX,"San José Iturbide, Guanajuato",aec4e957d0f77a21,San José Iturbide,city,https://api.twitter.com/1.1/geo/id/aec4e957d0f77a21.json,Mon Oct 19 18:09:31 +0000 2009,"Abogado, con el mayor interés social por la justicia.
Ex-Juez Administrativo Municipal.
Despacho Montes & Asociados, Independiente.
@poder_de_opinar",83654821,83654821,"San José Iturbide, Guanajuato",Ramiro Montes Arvizu,RamiroMontesA,Covid_19
Sat Mar 21 19:48:56 +0000 2020,1241451748176228352,1241451748176228352,"Siempre que saco el tema del #Covid_19 SIEMPRE pregunto “weeeeeey, ¿qué harías si hay un Apocalipsis zombie?” ... ¿que harían ustedes? 🤔",False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,False,1449,1130,14688,,,True,False,13513,es,False,False,,FF6699,http://abs.twimg.com/images/themes/theme17/bg.gif,https://abs.twimg.com/images/themes/theme17/bg.gif,False,http://pbs.twimg.com/profile_images/1226638754418327552/mScpywm__normal.jpg,https://pbs.twimg.com/profile_images/1226638754418327552/mScpywm__normal.jpg,https://pbs.twimg.com/profile_banners/254696889/1583094962,E81C4F,CC3366,E5507E,362720,True,True,False,False,False,False,False,,,0,False,,False,0,0,False,False,,{},"{'type': 'Polygon', 'coordinates': [[[-102.639755, 27.6378439], [-101.220009, 27.6378439], [-101.220009, 29.0650291], [-102.639755, 29.0650291]]]}",[],Mexico,MX,"Múzquiz, Coahuila de Zaragoza",79e390b13a6b9a43,Múzquiz,city,https://api.twitter.com/1.1/geo/id/79e390b13a6b9a43.json,Sat Feb 19 20:25:53 +0000 2011,Que onda ✋ | Instagram- isabella.arechiga .... Mzq.-Mty.,254696889,254696889,"Múzquiz, Coahuila de Zaragoza",Isabella,IsabellaAg8,Covid_19
Sat Mar 21 19:48:33 +0000 2020,1241451650012848129,1241451650012848129,"@jorgeberry El mundo vive un caos sin precedentes, y todos los gobiernos claman por q la gente se quede en casa, as… https://t.co/Z0BRv3u1pJ",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1241235383460999170,1241235383460999170,160928917,160928917,jorgeberry,False,885,1823,5801,,,True,False,5840,es,False,False,,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1241493120702955524/AlvOpk27_normal.jpg,https://pbs.twimg.com/profile_images/1241493120702955524/AlvOpk27_normal.jpg,https://pbs.twimg.com/profile_banners/994252514827501568/1584830001,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,,,1,False,,False,0,1,False,False,False,{},"{'type': 'Polygon', 'coordinates': [[[-105.610328, 20.6672205], [-104.958731, 20.6672205], [-104.958731, 21.0044691], [-105.610328, 21.0044691]]]}",[],Mexico,MX,"Bahía de Banderas, Nayarit",47026e91cb493b57,Bahía de Banderas,city,https://api.twitter.com/1.1/geo/id/47026e91cb493b57.json,Wed May 09 16:27:26 +0000 2018,"Gerente de calidad , Orgulloso de el mejor país México y de su gente. Viva México cabrones.",994252514827501568,994252514827501568,"Nayarit, México",Fer,fferrdan,
Sat Mar 21 19:48:23 +0000 2020,1241451611362185216,1241451611362185216,"@gerardo_trejo_v Es inaudito como se atropellan los derechos y se fomenta la intranquilidad de los inversión, deber… https://t.co/JnNsxW2K3M",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1241448227406114816,1241448227406114816,178909093,178909093,gerardo_trejo_v,False,1888,2093,31693,,,True,False,21245,es,False,False,,C3E0EB,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1241648368662659074/si0NsztB_normal.jpg,https://pbs.twimg.com/profile_images/1241648368662659074/si0NsztB_normal.jpg,https://pbs.twimg.com/profile_banners/313378192/1572161772,B31500,FFFFFF,DDFFCC,333333,True,True,False,False,False,False,False,,,11,False,,False,0,0,False,False,,{},"{'type': 'Polygon', 'coordinates': [[[-112.6154591, 28.2284421], [-110.380903, 28.2284421], [-110.380903, 29.7112829], [-112.6154591, 29.7112829]]]}",[],Mexico,MX,"Hermosillo, Sonora",0fb3c76f0e3df6d1,Hermosillo,city,https://api.twitter.com/1.1/geo/id/0fb3c76f0e3df6d1.json,Wed Jun 08 15:25:23 +0000 2011,"Consejo Nacional Transportistas de la República Mexicana 
Sonorense valiente pienso que las mejores cosas de la vida son aquellas que se cuidan y defienden",313378192,313378192,,bettyparedon,bettyparedon,
Sat Mar 21 19:48:21 +0000 2020,1241451600046108679,1241451600046108679,Le dicen ls #Covid_19 y le pega duro a los viejitos... https://t.co/JRNmelKqyI,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,False,1232,3521,10848,,,True,False,8968,es,False,False,,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1235323640146800645/ygevBYjl_normal.jpg,https://pbs.twimg.com/profile_images/1235323640146800645/ygevBYjl_normal.jpg,https://pbs.twimg.com/profile_banners/1134934958336819208/1567921226,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,,,2,False,,False,0,12,False,False,False,{},"{'type': 'Polygon', 'coordinates': [[[-100.3374979, 25.7028231], [-100.2034498, 25.7028231], [-100.2034498, 25.770607], [-100.3374979, 25.770607]]]}",[],Mexico,MX,"San Nicolás de los Garza, Nuevo León",c5c72776b9f0cc0b,San Nicolás de los Garza,city,https://api.twitter.com/1.1/geo/id/c5c72776b9f0cc0b.json,Sat Jun 01 21:29:14 +0000 2019,"Soy como las galletas de animalitos, corriente pero bien sabrozo",1134934958336819208,1134934958336819208,"Monterrey, Nuevo León",Kal-El,KalEl02931697,Covid_19
Sat Mar 21 19:48:20 +0000 2020,1241451598783623168,1241451598783623168,"@EstefaniaYarce Pero los síntomas del #Covid_19 se pueden presentar hasta dentro de 14 días, se me hace una medida… https://t.co/MEvMOCI7Hk",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1241450477289648129,1241450477289648129,248021907,248021907,EstefaniaYarce,False,828,1778,11165,,,True,False,9318,es,False,False,,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/1208396933162651648/-LWxRJJS_normal.jpg,https://pbs.twimg.com/profile_images/1208396933162651648/-LWxRJJS_normal.jpg,https://pbs.twimg.com/profile_banners/83654821/1581656039,FF0000,FFFFFF,F3F3F3,333333,True,True,False,False,False,False,False,,,1,False,,False,0,0,False,False,,{},"{'type': 'Polygon', 'coordinates': [[[-100.537499, 20.8874741], [-100.235551, 20.8874741], [-100.235551, 21.1143591], [-100.537499, 21.1143591]]]}",[],Mexico,MX,"San José Iturbide, Guanajuato",aec4e957d0f77a21,San José Iturbide,city,https://api.twitter.com/1.1/geo/id/aec4e957d0f77a21.json,Mon Oct 19 18:09:31 +0000 2009,"Abogado, con el mayor interés social por la justicia.
Ex-Juez Administrativo Municipal.
Despacho Montes & Asociados, Independiente.
@poder_de_opinar",83654821,83654821,"San José Iturbide, Guanajuato",Ramiro Montes Arvizu,RamiroMontesA,Covid_19
Sat Mar 21 19:47:48 +0000 2020,1241451463936786440,1241451463936786440,"El mundo vive un caos sin precedentes, y todos los gobiernos claman por q la gente se quede en casa, así vive el gr… https://t.co/JmzTpPSrod",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,False,885,1823,5801,,,True,False,5840,es,False,False,,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1241493120702955524/AlvOpk27_normal.jpg,https://pbs.twimg.com/profile_images/1241493120702955524/AlvOpk27_normal.jpg,https://pbs.twimg.com/profile_banners/994252514827501568/1584830001,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,,,1,False,,False,0,0,False,False,False,{},"{'type': 'Polygon', 'coordinates': [[[-105.610328, 20.6672205], [-104.958731, 20.6672205], [-104.958731, 21.0044691], [-105.610328, 21.0044691]]]}",[],Mexico,MX,"Bahía de Banderas, Nayarit",47026e91cb493b57,Bahía de Banderas,city,https://api.twitter.com/1.1/geo/id/47026e91cb493b57.json,Wed May 09 16:27:26 +0000 2018,"Gerente de calidad , Orgulloso de el mejor país México y de su gente. Viva México cabrones.",994252514827501568,994252514827501568,"Nayarit, México",Fer,fferrdan,
Sat Mar 21 19:47:02 +0000 2020,1241451268931010560,1241451268931010560,Estamos haciendo el #DiarioDeUnaCuarentena en mi cuenta de IG. Se los voy a ir compartiendo bajo este tuit todos lo… https://t.co/IK9WCrQbDH,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,False,5033,338,2743,,,True,False,46763,es,False,False,,FAFAFA,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,False,http://pbs.twimg.com/profile_images/1237365284522135553/DqIYnux1_normal.jpg,https://pbs.twimg.com/profile_images/1237365284522135553/DqIYnux1_normal.jpg,https://pbs.twimg.com/profile_banners/17968377/1507223278,F4A0B5,FFFFFF,E3E2DE,634047,False,True,False,False,False,False,False,,,121,False,,False,0,0,False,False,False,{},"{'type': 'Polygon', 'coordinates': [[[-93.248341, 17.7035], [-92.584658, 17.7035], [-92.584658, 18.340419], [-93.248341, 18.340419]]]}",[],Mexico,MX,"Centro, Tabasco",a0536fb1dd01b8d5,Centro,city,https://api.twitter.com/1.1/geo/id/a0536fb1dd01b8d5.json,Mon Dec 08 18:17:25 +0000 2008,"¡Sumando experiencias al amor de mamá! 👩🏻‍💻Escribo sobre kids, maternidad y tendencias. 📬any@mamadealtademanda.com",17968377,17968377,"Tabasco, México",A N Y en Cuarentena,mamaaltademanda,DiarioDeUnaCuarentena
Sat Mar 21 19:46:59 +0000 2020,1241451258537480192,1241451258537480192,"""Quedarnos en casa"" 
no es lo mismo para tod@s, el #virus de la #desigualdad se llama #capitalismo #Covid_19 https://t.co/8lxsLeiyuu",False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,False,64,125,335,,,True,False,98,es,False,False,,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1183491229813760000/IYwcOJy6_normal.jpg,https://pbs.twimg.com/profile_images/1183491229813760000/IYwcOJy6_normal.jpg,https://pbs.twimg.com/profile_banners/3114918173/1530474842,981CEB,000000,000000,000000,False,True,False,False,False,False,False,,,0,False,,False,7,15,False,False,False,{},"{'type': 'Polygon', 'coordinates': [[[-89.314745, 17.893998], [-86.7122178, 17.893998], [-86.7122178, 21.6051075], [-89.314745, 21.6051075]]]}",[],Mexico,MX,"Quintana Roo, México",13608b120d65a1ff,Quintana Roo,admin,https://api.twitter.com/1.1/geo/id/13608b120d65a1ff.json,Wed Mar 25 13:39:54 +0000 2015,🔸Mujer joven Maya🔸Consejera Estatal de @Juventud_QRoo🔸Integrante de @ConamiMexico - @ECMIAorg,3114918173,3114918173,"Quintana Roo, México",Dulce Pat,ivette_pat,"virus,desigualdad,capitalismo,Covid_19"
Sat Mar 21 19:46:30 +0000 2020,1241451135879307266,1241451135879307266,"🔴🔴🔴 #ÚLTIMAHORA 🔴🔴

CCONFIRMAN TERCER CASO DE
CORONAVIRUS EN #COAHUILA

 #Saltillo.-

El tercer caso de un paciente… https://t.co/sKWJZjQOca",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,False,5143,665,100,,,True,False,90312,es,False,False,,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/732008919904591872/5I1BWX6P_normal.jpg,https://pbs.twimg.com/profile_images/732008919904591872/5I1BWX6P_normal.jpg,https://pbs.twimg.com/profile_banners/100823979/1564626593,0084B4,FFFFFF,C0DFEC,333333,False,False,False,False,False,False,False,,,51,False,,False,0,0,False,False,False,{},"{'type': 'Polygon', 'coordinates': [[[-101.52553, 26.6988679], [-100.916184, 26.6988679], [-100.916184, 27.0575392], [-101.52553, 27.0575392]]]}",[],Mexico,MX,"Monclova, Coahuila de Zaragoza",f1dfc86daf783bfc,Monclova,city,https://api.twitter.com/1.1/geo/id/f1dfc86daf783bfc.json,Thu Dec 31 18:53:47 +0000 2009,Jefe de Información Periódico Zócalo Monclova. Titular de Noticiero Zócalo Monclova.,100823979,100823979,Monclovita La Bella ,MILTON MALACARA,MILTONMALACARA,"ÚLTIMAHORA,COAHUILA,Saltillo"
Sat Mar 21 19:46:27 +0000 2020,1241451121694117888,1241451121694117888,"@ferbelaunzaran @lopezobrador_ Mientras el mundo vive un caos sin precedentes,así vive el gringo común,en una burbu… https://t.co/agXDfB8Xjj",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1241191809767731207,1241191809767731207,114346861,114346861,ferbelaunzaran,False,885,1823,5801,,,True,False,5840,es,False,False,,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1241493120702955524/AlvOpk27_normal.jpg,https://pbs.twimg.com/profile_images/1241493120702955524/AlvOpk27_normal.jpg,https://pbs.twimg.com/profile_banners/994252514827501568/1584830001,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,,,1,False,,False,0,1,False,False,False,{},"{'type': 'Polygon', 'coordinates': [[[-105.610328, 20.6672205], [-104.958731, 20.6672205], [-104.958731, 21.0044691], [-105.610328, 21.0044691]]]}",[],Mexico,MX,"Bahía de Banderas, Nayarit",47026e91cb493b57,Bahía de Banderas,city,https://api.twitter.com/1.1/geo/id/47026e91cb493b57.json,Wed May 09 16:27:26 +0000 2018,"Gerente de calidad , Orgulloso de el mejor país México y de su gente. Viva México cabrones.",994252514827501568,994252514827501568,"Nayarit, México",Fer,fferrdan,
Sat Mar 21 19:45:39 +0000 2020,1241450921646632960,1241450921646632960,Capacitación  Estrategias y Medidas de Prevencion COVID-19 Hospital Comunitario Comonfort con Personal de Jornada… https://t.co/GHaLnyoeZK,True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,False,705,38,1172,,,True,False,8677,es,False,False,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1238313016124309507/DTDjuLR4_normal.png,https://pbs.twimg.com/profile_images/1238313016124309507/DTDjuLR4_normal.png,https://pbs.twimg.com/profile_banners/1357221978/1584071060,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,,,2,False,,False,14,21,False,False,False,{},"{'type': 'Polygon', 'coordinates': [[[-101.539641, 20.4997321], [-101.141146, 20.4997321], [-101.141146, 20.8473521], [-101.539641, 20.8473521]]]}",[],Mexico,MX,"Irapuato, Guanajuato",6cac93ab3edb3729,Irapuato,city,https://api.twitter.com/1.1/geo/id/6cac93ab3edb3729.json,Tue Apr 16 16:05:16 +0000 2013,,1357221978,1357221978,,Sindicato de Salud de Guanajuato SNTSA37,sntsa_37,
Sat Mar 21 19:44:18 +0000 2020,1241450581098745864,1241450581098745864,Cuando a la crush le dió COVID jsjajajajaja https://t.co/5c6coRj8h6,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,False,551,382,8564,,,True,False,7997,es,False,False,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1215440926522261507/px-hbsm0_normal.jpg,https://pbs.twimg.com/profile_images/1215440926522261507/px-hbsm0_normal.jpg,https://pbs.twimg.com/profile_banners/161533454/1512419912,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,,,1,False,,True,0,5,False,False,False,{},"{'type': 'Polygon', 'coordinates': [[[-99.2058092, 19.2970107], [-99.0988713, 19.2970107], [-99.0988713, 19.3597554], [-99.2058092, 19.3597554]]]}",[],Mexico,MX,"Coyoacán, Distrito Federal",609d1bbc180f1434,Coyoacán,city,https://api.twitter.com/1.1/geo/id/609d1bbc180f1434.json,Thu Jul 01 02:58:03 +0000 2010,Whiskey on the rocks with a straw and a lime.,161533454,161533454,"Guerrero, México",thatmethodistguy,Samberinoea,
Sat Mar 21 19:43:08 +0000 2020,1241450289594544130,1241450289594544130,El astro argentino @PauDybala_JR y su esposa dan positivo de #Covid_19 afortunadamente se encuentran bien en lo que… https://t.co/88rCALs3k9,True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,False,21830,1004,46528,,,True,False,113217,es,False,False,,01090D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1247497433/rh_avatar_normal.jpg,https://pbs.twimg.com/profile_images/1247497433/rh_avatar_normal.jpg,,3B94D9,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,,,118,False,,True,0,0,False,False,False,{},"{'type': 'Polygon', 'coordinates': [[[-99.2948966, 19.580497], [-99.172417, 19.580497], [-99.172417, 19.732082], [-99.2948966, 19.732082]]]}",[],Mexico,MX,"Cuautitlán Izcalli, México",b8923fc5a1c5e39b,Cuautitlán Izcalli,city,https://api.twitter.com/1.1/geo/id/b8923fc5a1c5e39b.json,Thu Feb 17 19:33:07 +0000 2011,"Experto en luchas, me encanta el chisme, buena onda, criticón, el mayor de los galanes, alegre y, sobre todo, sencillito.",253690929,253690929,México DF,El Rompehuesos,El_Rompehuesos,Covid_19
Sat Mar 21 19:42:01 +0000 2020,1241450008450232320,1241450008450232320,Para evitar la propagación del #coronavirus #COVID_19 en #Coahuila hemos establecido diversas medidas de seguridad:… https://t.co/gQoMLqzceC,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,False,840,460,1024,,,True,False,4946,es,False,False,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1240435894881890305/UqUbe_7v_normal.jpg,https://pbs.twimg.com/profile_images/1240435894881890305/UqUbe_7v_normal.jpg,https://pbs.twimg.com/profile_banners/566790492/1578709002,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,,,5,False,,False,1,1,False,False,False,{},"{'type': 'Polygon', 'coordinates': [[[-100.769389, 28.6078134], [-100.44482, 28.6078134], [-100.44482, 28.9417249], [-100.769389, 28.9417249]]]}",[],Mexico,MX,"Piedras Negras, Coahuila de Zaragoza",83c92e4c719062c3,Piedras Negras,city,https://api.twitter.com/1.1/geo/id/83c92e4c719062c3.json,Sun Apr 29 22:11:06 +0000 2012,"Jurisdicción Sanitaria No. 1 Coahuila, más cerca de ti.",566790492,566790492,"Piedras Negras, Coah.",Jurisdicción Sanitaria No. 1,Jurisdiccion1PN,"coronavirus,COVID_19,Coahuila"
Sat Mar 21 19:41:28 +0000 2020,1241449867626434560,1241449867626434560,"Agradecemos a instituciones educativas, hospitales y comercios por apoyar en la difusión de las medidas preventivas… https://t.co/8PTxaCI2AY",True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,False,840,460,1024,,,True,False,4946,es,False,False,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1240435894881890305/UqUbe_7v_normal.jpg,https://pbs.twimg.com/profile_images/1240435894881890305/UqUbe_7v_normal.jpg,https://pbs.twimg.com/profile_banners/566790492/1578709002,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,,,5,False,,False,1,4,False,False,False,{},"{'type': 'Polygon', 'coordinates': [[[-100.769389, 28.6078134], [-100.44482, 28.6078134], [-100.44482, 28.9417249], [-100.769389, 28.9417249]]]}",[],Mexico,MX,"Piedras Negras, Coahuila de Zaragoza",83c92e4c719062c3,Piedras Negras,city,https://api.twitter.com/1.1/geo/id/83c92e4c719062c3.json,Sun Apr 29 22:11:06 +0000 2012,"Jurisdicción Sanitaria No. 1 Coahuila, más cerca de ti.",566790492,566790492,"Piedras Negras, Coah.",Jurisdicción Sanitaria No. 1,Jurisdiccion1PN,
Sat Mar 21 19:40:39 +0000 2020,1241449662629830657,1241449662629830657,"#covid19 | 😷⚠️ Actualización de casos. Reporta 25 casos de Coronavirus el #EdoMex

#meganoticias… https://t.co/fOiRql912X",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,False,4474,554,1962,,,True,False,9016,es,False,False,,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1224817232720433153/8S26F3cf_normal.jpg,https://pbs.twimg.com/profile_images/1224817232720433153/8S26F3cf_normal.jpg,https://pbs.twimg.com/profile_banners/2388444691/1580854202,0084B4,FFFFFF,C0DFEC,333333,True,False,False,False,False,False,False,,,28,False,,False,0,2,False,False,False,{},"{'type': 'Polygon', 'coordinates': [[[-99.967356, 19.72507], [-99.725235, 19.72507], [-99.725235, 19.90586], [-99.967356, 19.90586]]]}",[],Mexico,MX,"Atlacomulco, México",8d842f3c620a65ea,Atlacomulco,city,https://api.twitter.com/1.1/geo/id/8d842f3c620a65ea.json,Fri Mar 14 05:05:20 +0000 2014,El valor de estar bien informado con @magda_bastida De Lunes a Viernes 21:00 HRS y Sábados #ResumenSemanal 10:00 AM por el 151 de @Megacable,2388444691,2388444691,Estado de México,MeganoticiasTOL,MN_EdoMex,"covid19,EdoMex,meganoticias"
Sat Mar 21 19:40:37 +0000 2020,1241449655809933312,1241449655809933312,Ese pinche virus llamado @PartidoMorenaMx y un puta #transformaciondecuarta está resultando más peligroso que el… https://t.co/DmZnG01eAL,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,False,1013,1639,731,,,True,False,14829,es,False,False,,8C8B91,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1213859795096264704/qF86IrIi_normal.jpg,https://pbs.twimg.com/profile_images/1213859795096264704/qF86IrIi_normal.jpg,https://pbs.twimg.com/profile_banners/83416324/1574538033,E81C4F,68FA04,1D1D1D,892DD8,False,True,False,False,False,False,False,,,8,False,,False,1,4,False,False,,{},"{'type': 'Polygon', 'coordinates': [[[-100.421037, 25.4805381], [-100.166146, 25.4805381], [-100.166146, 25.802899], [-100.421037, 25.802899]]]}",[],Mexico,MX,"Monterrey, Nuevo León",b19e24ce42ccd6aa,Monterrey,city,https://api.twitter.com/1.1/geo/id/b19e24ce42ccd6aa.json,Sun Oct 18 18:36:59 +0000 2009,"Dirty mind, true friend, potty mouth, good hearted, smartass, sinner, cocky. Never said I was perfect.",83416324,83416324,"Monterrey, N.L., México",The Dirty Bot ☢️,HoracioRivera,transformaciondecuarta
