id,place_id,plus_code,name,price_level,rating,user_ratings_total,icon,photos,reference,types,vicinity,geometry
257329cefbf028ef9972738dd677013139dc6d74,ChIJV8NIxiz50YURzpszTx9dsFs,"{""compound_code"": ""CVM6+JJ Mexico City"", ""global_code"": ""76F2CVM6+JJ""}",Hilaria Jardín,2,4.4,707,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[{""height"": 1840, ""html_attributions"": [""<a href=\""https://maps.google.com/maps/contrib/113881543411065145494\"">RAUL PAYAN</a>""], ""photo_reference"": ""CmRaAAAAe1zSsXhhBgTxZ5hSaiBMR_LvxNEzVCIeTWvbQMydmnKuo5O3YRrXkf6prMIMDN6OJ9x9JtFYCHaVE4ynS2XhqbrJ70Q2e1WNS0E02vNWVT5uFZ012a5nK8nXZM1b6YAzEhDGv9ZkbteKNT6A-4aRHXDkGhQ6xMCz_trrTCf9DZd7Y9jmnfqoCg"", ""width"": 3264}]",ChIJV8NIxiz50YURzpszTx9dsFs,"[""restaurant"", ""bar"", ""liquor_store"", ""food"", ""point_of_interest"", ""store"", ""establishment""]","Calle de Bolívar 21, Centro Histórico de la Cdad. de México, Centro, Ciudad de México","{""location"": {""lat"": 19.434005, ""lng"": -99.138493}, ""viewport"": {""northeast"": {""lat"": 19.43534127989272, ""lng"": -99.13704362010728}, ""southwest"": {""lat"": 19.43264162010728, ""lng"": -99.13974327989273}}}"
0cac7a38cd327390e07fa19c00b5b63d24e5ffbd,ChIJ66IPPy350YURch9506O-8ZA,"{""compound_code"": ""CVM7+RJ Mexico City"", ""global_code"": ""76F2CVM7+RJ""}",Cumbancha cafe & beer,,4.6,81,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[{""height"": 3120, ""html_attributions"": [""<a href=\""https://maps.google.com/maps/contrib/102327131515101955364\"">Liz Albarr\u00e1n</a>""], ""photo_reference"": ""CmRaAAAA6sI1TfkpSsuc-3bs0sBxd95mKdtaU6X9492g5CDob-hyNxs1RZ9OmGMQ5hTQk--MMBQRZQ4r_MGupKr50k8NfOKKLHsrsgEyus1cqpt7AeArAa4y3wL6VxeQjoVsNe8dEhCzBnAhTDMzvXzgTthXHnW2GhSjZO19HhYq_2B1HjyaCTWYqOfRUw"", ""width"": 4160}]",ChIJ66IPPy350YURch9506O-8ZA,"[""bar"", ""cafe"", ""food"", ""point_of_interest"", ""establishment""]","Isabel la Católica 14, Centro Histórico de la Cdad. de México, Centro, Ciudad de México","{""location"": {""lat"": 19.4345513, ""lng"": -99.1359085}, ""viewport"": {""northeast"": {""lat"": 19.43591467989272, ""lng"": -99.13465392010727}, ""southwest"": {""lat"": 19.43321502010728, ""lng"": -99.13735357989272}}}"
f2843ffcf4f55dc3d16fe36d948114cb5d63d443,ChIJ1XX23jj50YURvG9z0ZxtbzM,"{""compound_code"": ""FV2F+3H Mexico City"", ""global_code"": ""76F2FV2F+3H""}",El Oso Abarrotes Y Cerveza De Barril,,4.1,23,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,"[{""height"": 1440, ""html_attributions"": [""<a href=\""https://maps.google.com/maps/contrib/117011646536504605656\"">A Google User</a>""], ""photo_reference"": ""CmRaAAAAQbjjqU9r4kLv8f1vqGW-EzdNtnvXfdWjM-_Xyzsc6bLRPBRz7k0c8mAtWfzD7j6dkPJ6fWueMSPQtzAXIiqp7Xp-UIs6wiUb3HXdGeqoHlAezn0yuRgmkdzCv4J1spcLEhAChGwKznvSEwy-oDdBxpaMGhRIiUQlJXpbCpNeCM9Y-sL5Ia2qpw"", ""width"": 2560}]",ChIJ1XX23jj50YURvG9z0ZxtbzM,"[""store"", ""point_of_interest"", ""establishment""]","Granada 125, Morelos, Ciudad de México","{""location"": {""lat"": 19.4501824, ""lng"": -99.126009}, ""viewport"": {""northeast"": {""lat"": 19.45158092989272, ""lng"": -99.12464887010726}, ""southwest"": {""lat"": 19.44888127010728, ""lng"": -99.12734852989271}}}"
2daa364bfc6d54c19c36d0b8a3b4dc3e0be70044,ChIJe1HUdyj50YURxVDxyfQUWsA,"{""compound_code"": ""CVV4+QG Mexico City"", ""global_code"": ""76F2CVV4+QG""}",Modelorama,,3.8,10,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,,ChIJe1HUdyj50YURxVDxyfQUWsA,"[""liquor_store"", ""point_of_interest"", ""store"", ""establishment""]","Calle Soto 201, Guerrero, Ciudad de México","{""location"": {""lat"": 19.4443898, ""lng"": -99.1436911}, ""viewport"": {""northeast"": {""lat"": 19.44574947989272, ""lng"": -99.14239437010727}, ""southwest"": {""lat"": 19.44304982010728, ""lng"": -99.14509402989272}}}"
0604fdccefdd11720692c4fce47c934d10d2f76a,ChIJQwrGJdL-0YURYIh5jNTdumw,"{""compound_code"": ""CVH7+39 Mexico City"", ""global_code"": ""76F2CVH7+39""}",Mexicano - Bar,2,4.3,598,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[{""height"": 3456, ""html_attributions"": [""<a href=\""https://maps.google.com/maps/contrib/115850101464611649632\"">Ricardo Castillo</a>""], ""photo_reference"": ""CmRaAAAAvCXBpFmWhap3SQr_5q0Hba7MaW_ol8HDAC_zLspnFU84ILflJms40QZxBTWWFGWQQQd8Ah4Yh96agQHjFjOOGOBx98jYIFYM8Ni3Z2EUBOJrok-UabdDdcYo_vF-eaH6EhB6GxfiMgGiQwVxBb8IWo-vGhT2RVbPyL1Xx5c-KO1axuf-oPva8w"", ""width"": 4608}]",ChIJQwrGJdL-0YURYIh5jNTdumw,"[""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""]","Calle Regina 27, Centro Histórico de la Cdad. de México, Centro, Ciudad de México","{""location"": {""lat"": 19.4277, ""lng"": -99.1365356}, ""viewport"": {""northeast"": {""lat"": 19.42916522989272, ""lng"": -99.13546292010729}, ""southwest"": {""lat"": 19.42646557010728, ""lng"": -99.13816257989272}}}"
bb2a1772b7867d00d8f3eb3e7e29dcd0ce8e4720,ChIJwfZuKyv50YURxsVt11lW65E,"{""compound_code"": ""CVM4+8X Mexico City"", ""global_code"": ""76F2CVM4+8X""}",Bar Lee,2,3.9,250,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[{""height"": 4128, ""html_attributions"": [""<a href=\""https://maps.google.com/maps/contrib/118211299230309198301\"">3RIK4 C3L4Y4</a>""], ""photo_reference"": ""CmRaAAAA4_AcsrnrO3bcfeu1GMEn9wDqLsVeGGBib9v2p7vGLLPTH0Xc3lV53LBdc_wUKWhwOSf25CZlmBmY87uAzqTWr2Kd7_wYk9uUCpX2vqEppCxgqUf79a1snETvJ9lzu6LyEhBEDJTYnqYWltaM6xOFzjstGhRH80sJDvANPRA27jqi-uiR58uvqA"", ""width"": 2322}]",ChIJwfZuKyv50YURxsVt11lW65E,"[""bar"", ""point_of_interest"", ""establishment""]","Av Independencia 19, Colonia Centro, Centro, Ciudad de México","{""location"": {""lat"": 19.4332725, ""lng"": -99.1425453}, ""viewport"": {""northeast"": {""lat"": 19.43451827989272, ""lng"": -99.14121402010727}, ""southwest"": {""lat"": 19.43181862010728, ""lng"": -99.14391367989272}}}"
d1251604cc301029b0b9769d41ce6a0fad2d7cb5,ChIJv_DRpdT40YURpvcNmRf-Hx8,"{""compound_code"": ""CRMX+8J Mexico City"", ""global_code"": ""76F2CRMX+8J""}",Bucardón,2,4.3,677,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[{""height"": 3823, ""html_attributions"": [""<a href=\""https://maps.google.com/maps/contrib/108121759042420887087\"">Amaranta L\u00f3pez</a>""], ""photo_reference"": ""CmRaAAAAHeWOWNeTJ5oFh7tVG1qOq2R4JdwXq7hC3VOTgGa82c4znAT9ybXQV10i2cux41TOyAIPN4flpQapRVckfieNGnEfQb8T62tgrVkGClHR08Mbop8rs6tNi9by6eV2rcytEhBwA-esvqPJOZqmmd3mcRKAGhSB6Qhh1Cc7qCn_H1vyNMNmEQUgrQ"", ""width"": 3000}]",ChIJv_DRpdT40YURpvcNmRf-Hx8,"[""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""]","Donato Guerra 1, Juárez, Ciudad de México","{""location"": {""lat"": 19.4332808, ""lng"": -99.15097809999999}, ""viewport"": {""northeast"": {""lat"": 19.43467107989272, ""lng"": -99.14962222010728}, ""southwest"": {""lat"": 19.43197142010727, ""lng"": -99.15232187989272}}}"
e74291f962cd6353dc08ed203cb2e882bd9ae783,ChIJeXsKWCz50YURN9Hgt9kre98,"{""compound_code"": ""CVP6+CP Mexico City"", ""global_code"": ""76F2CVP6+CP""}",Bar agavus Ground Floor,2,3.5,225,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[{""height"": 1836, ""html_attributions"": [""<a href=\""https://maps.google.com/maps/contrib/100706911848706318836\"">isaack perez</a>""], ""photo_reference"": ""CmRaAAAAmCXLSNxXVNdHcC2uODFlqIgnR0mB5ivs9Z3vuqNtgsdYqrRwUAjyO-MbJmCZU1HDcdD4R2c9OjBz-V-P4uoMtmLJqfx6zk9YQLeAlk0a0vNKxhjIR29ENnuM4vgTnHXWEhBVtCbGpu7U1Uu6V_M484CPGhTZ3ROHBzl0QFQcbao4ug4Cyl5G-A"", ""width"": 3264}]",ChIJeXsKWCz50YURN9Hgt9kre98,"[""bar"", ""point_of_interest"", ""establishment""]","Ignacio Allende 4, Centro Histórico de la Cdad. de México, Centro, Ciudad de México","{""location"": {""lat"": 19.4361219, ""lng"": -99.1382096}, ""viewport"": {""northeast"": {""lat"": 19.43745622989272, ""lng"": -99.13674362010727}, ""southwest"": {""lat"": 19.43475657010728, ""lng"": -99.1394432798927}}}"
f6aa1a4acb03266c73344426a05709ccf7ef0bd0,ChIJo5djQS350YURI7MV35Ru0LA,"{""compound_code"": ""CVM7+JQ Mexico City"", ""global_code"": ""76F2CVM7+JQ""}",Bar Pata Negra,3,4.3,2789,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[{""height"": 2952, ""html_attributions"": [""<a href=\""https://maps.google.com/maps/contrib/112391313038974769405\"">Jonathan Franco</a>""], ""photo_reference"": ""CmRaAAAA1mgysPJDJpOkIvU7HY0WubSLOqRCNKu581s0po0C-BoU4KxnX5Un9k6CkdRc15y3YQREiu9f2luCjqzRgeZanzMAiBQ2yLHH4LGd7_bWzdmWAyIVIegk2_0YqRfqVnCQEhBAMFEh9iccagidMhNEwbdtGhTPOO6eGHY9PBIxaeVfKHzKTjjGcw"", ""width"": 8468}]",ChIJo5djQS350YURI7MV35Ru0LA,"[""bar"", ""point_of_interest"", ""establishment""]","Av. 5 de Mayo 49, Centro Histórico de la Cdad. de México, Centro, Ciudad de México","{""location"": {""lat"": 19.4340634, ""lng"": -99.1355617}, ""viewport"": {""northeast"": {""lat"": 19.43546082989272, ""lng"": -99.13419707010728}, ""southwest"": {""lat"": 19.43276117010728, ""lng"": -99.13689672989271}}}"
a5fe141c84ee42ca7efde06a2352d23a4802be2c,ChIJ1TCbn__-0YURJoYNZZyFyww,"{""compound_code"": ""CVM3+H6 Mexico City"", ""global_code"": ""76F2CVM3+H6""}",Bar Miramar,2,3.7,102,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[{""height"": 2448, ""html_attributions"": [""<a href=\""https://maps.google.com/maps/contrib/116671323850773947745\"">Luis Goico</a>""], ""photo_reference"": ""CmRaAAAAdRIpxVVQg8R5aZpxodo6fupO8Fdub0y5yqRhgh1wgD0qUdT6H9A8y2GWC-3Er9zQCQZ6Vc-vCA-KlLOzU-a1EcDeKEjKoy6G45k6j9PPA-A34Glwvds5OK313D83h3BTEhC7c-jT2a_YpcOJKG4nPGnXGhT7jTs_RTaGGBN7kWcUMfRNcZ4WfA"", ""width"": 5120}]",ChIJ1TCbn__-0YURJoYNZZyFyww,"[""bar"", ""point_of_interest"", ""establishment""]","José Azueta 33, Colonia Centro, Centro, Ciudad de México","{""location"": {""lat"": 19.4338909, ""lng"": -99.1468968}, ""viewport"": {""northeast"": {""lat"": 19.43523132989272, ""lng"": -99.14548577010727}, ""southwest"": {""lat"": 19.43253167010728, ""lng"": -99.14818542989272}}}"
3030844859c5b3dab0846fc5814826176a99ff5a,ChIJbSYooS350YURTLz5Rcyy3mI,"{""compound_code"": ""CVP7+HF Mexico City"", ""global_code"": ""76F2CVP7+HF""}",Bar Don Ramiro,,3.8,113,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[{""height"": 4032, ""html_attributions"": [""<a href=\""https://maps.google.com/maps/contrib/113313113271473442341\"">Leticia Salinas Vargad</a>""], ""photo_reference"": ""CmRaAAAAG3-vZZr1YAFN8ppmutnkW5ZBPl1JXugxkqqgQQj_oFzfsIaYlL8UtXxkTmPSGkxP3oh_JImAudH04TyyPBRKzpklDGzzlfJ7I1hgGz3QQPCcz81QTQFOCsOiq5_q3j4-EhCgkGZYmkYtWIYPksoMXdXFGhS67Jo2A8ptxdwl3gS8Yq_0F-myUw"", ""width"": 3024}]",ChIJbSYooS350YURTLz5Rcyy3mI,"[""bar"", ""point_of_interest"", ""establishment""]","Donceles 52, Centro Histórico de la Cdad. de México, Centro, Ciudad de México","{""location"": {""lat"": 19.4364144, ""lng"": -99.1362686}, ""viewport"": {""northeast"": {""lat"": 19.43772837989272, ""lng"": -99.13492427010728}, ""southwest"": {""lat"": 19.43502872010728, ""lng"": -99.13762392989273}}}"
ac368a14e0a58983fd07efd1fca6efbf3faa2c49,ChIJ-6_H9yv50YURuD9FDAxTREY,"{""compound_code"": ""CVQ5+6X Mexico City"", ""global_code"": ""76F2CVQ5+6X""}",Secret Disco Bar,,3.9,165,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[{""height"": 3024, ""html_attributions"": [""<a href=\""https://maps.google.com/maps/contrib/104489907004844539860\"">Karla Mariana Trejo Morales</a>""], ""photo_reference"": ""CmRaAAAAZhyMECWu63E9wyi36RuxM2jcivq74dy3Ze4_hs2gHgNXhDSg04j9VcxXBbzz8r4NHiCl8t9pm6fsmy3rdOsTg2OPETl19ar9vKMpqYMVzVgj6a8DLo1_5DPWhVgTK7TOEhD50MApGYJieRcnOvTwCnwCGhSOS0PPUaOky9cLLdhoh8NlcyhicQ"", ""width"": 4032}]",ChIJ-6_H9yv50YURuD9FDAxTREY,"[""bar"", ""point_of_interest"", ""establishment""]","Eje Central Lázaro Cárdenas 24, Centro Histórico de la Cdad. de México, Guerrero, Ciudad de México","{""location"": {""lat"": 19.4380893, ""lng"": -99.1400723}, ""viewport"": {""northeast"": {""lat"": 19.43945772989272, ""lng"": -99.13882117010728}, ""southwest"": {""lat"": 19.43675807010728, ""lng"": -99.14152082989271}}}"
d5f2627204e0796e39166cdcb4f9228d8ec59ce7,ChIJj3Ncwif50YUR3wATPMenoA0,"{""compound_code"": ""CVW4+68 Mexico City"", ""global_code"": ""76F2CVW4+68""}",Restaurante Bar El 33,,4.5,2,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,,ChIJj3Ncwif50YUR3wATPMenoA0,"[""bar"", ""point_of_interest"", ""establishment""]","Degollado 105, Guerrero, Ciudad de México","{""location"": {""lat"": 19.4456071, ""lng"": -99.144125}, ""viewport"": {""northeast"": {""lat"": 19.44693137989272, ""lng"": -99.14277997010728}, ""southwest"": {""lat"": 19.44423172010728, ""lng"": -99.14547962989272}}}"
