created_at,id,id_str,text,truncated,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,protected,followers_count,friends_count,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,contributors_enabled,is_translator,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,geo,coordinates,listed_count,verified,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,bounding_box,country,country_code,full_name,tweet_place_id,place_name,place_type,place_url,user_created_at,description,user_id,user_id_str,location,name,screen_name,hashtags,user_mentions_name,user_mentions_screen_name
Sun Mar 29 23:41:54 +0000 2020,1244409478927302656,1244409478927302656,"@ferbelaunzaran @lopezobrador_ AMLO es INTELGENTE, por eso no lo entiendes.",False,Twitter for Android,1243998304133885952,1243998304133885952,114346861,114346861,ferbelaunzaran,False,8,46,344,,,True,False,297,es,False,False,ACDED6,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1228793496364077056/-XkbI2cf_normal.jpg,https://pbs.twimg.com/profile_images/1228793496364077056/-XkbI2cf_normal.jpg,https://pbs.twimg.com/profile_banners/254700116/1581802174,038543,EEEEEE,F6F6F6,333333,True,True,False,False,False,False,False,,,0,False,,False,0,0,False,False,,"{'type': 'Polygon', 'coordinates': [[[-98.989059, 19.372499], [-98.892626, 19.372499], [-98.892626, 19.464765], [-98.989059, 19.464765]]]}",Mexico,MX,"Chimalhuacán, México",1fcf0565f32268d7,Chimalhuacán,city,https://api.twitter.com/1.1/geo/id/1fcf0565f32268d7.json,Sat Feb 19 20:34:56 +0000 2011,,254700116,254700116,"Chimalhuacan, EdoMex",Antonio Arrazola,Toni_Arrazola,,"Fernando Belaunzarán,Andrés Manuel","ferbelaunzaran,lopezobrador_"
Sun Mar 29 23:36:20 +0000 2020,1244408077392072706,1244408077392072706,"@AsiEsMonterrey Eso se llama, la pandemia más grave AMLO https://t.co/fp1z9QDm9e",False,Twitter for iPhone,1244381567117557762,1244381567117557762,479822306,479822306,AsiEsMonterrey,False,1291,2893,43440,,,True,False,36696,es,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/3058421066/6fb4deac473f1e592948e55a4ac775c4_normal.jpeg,https://pbs.twimg.com/profile_images/3058421066/6fb4deac473f1e592948e55a4ac775c4_normal.jpeg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,,,16,False,,False,0,1,False,False,False,"{'type': 'Polygon', 'coordinates': [[[-100.425188, 25.5835569], [-100.3068775, 25.5835569], [-100.3068775, 25.7170179], [-100.425188, 25.7170179]]]}",Mexico,MX,"San Pedro Garza García, Nuevo León",305867481351611b,San Pedro Garza García,city,https://api.twitter.com/1.1/geo/id/305867481351611b.json,Tue Jul 20 23:03:42 +0000 2010,"Designer,Architecture is my passion ...Golf is my game for life, futbol soccer ( TIGRES )",168845554,168845554,Mexico,Daniel,dancast38,,Así Es Monterrey,AsiEsMonterrey
Sun Mar 29 23:34:41 +0000 2020,1244407662915104768,1244407662915104768,"@Javier_Alarcon_ @Demian_Prez Prefiero pensar que los hay que odian con fanatismo y los que aman sin limite a amlo,… https://t.co/T9v04Qi0qm",True,Twitter for Android,1244400271545044993,1244400271545044993,114635314,114635314,Javier_Alarcon_,False,362,163,30887,,,True,False,50194,es,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1236344686899417090/jdp-CvJG_normal.jpg,https://pbs.twimg.com/profile_images/1236344686899417090/jdp-CvJG_normal.jpg,https://pbs.twimg.com/profile_banners/119148950/1581813114,0084B4,000000,000000,000000,False,True,False,False,False,False,False,,,10,False,,False,0,1,False,False,,"{'type': 'Polygon', 'coordinates': [[[-99.324375, 19.232228], [-99.1716443, 19.232228], [-99.1716443, 19.403856], [-99.324375, 19.403856]]]}",Mexico,MX,"Álvaro Obregón, Distrito Federal",90a5d505052f7bae,Álvaro Obregón,city,https://api.twitter.com/1.1/geo/id/90a5d505052f7bae.json,Tue Mar 02 20:28:00 +0000 2010,,119148950,119148950,México DF,Carlos Pérez Sánchez,carlospersan,,"Javier Alarcón,Damián Pérez","Javier_Alarcon_,Demian_Prez"
Sun Mar 29 23:33:54 +0000 2020,1244407464138809348,1244407464138809348,"@ChayraIrma1 ¿Cuantos hijos le conocerá AMLO? 
algo le sabe eso no es normal",False,Twitter for Android,1244405160358686722,1244405160358686722,1135682381288001537,1135682381288001537,ChayraIrma1,False,2640,4785,62994,,,True,False,36448,es,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1237607648192655360/TNcwO_fY_normal.jpg,https://pbs.twimg.com/profile_images/1237607648192655360/TNcwO_fY_normal.jpg,https://pbs.twimg.com/profile_banners/1007319096059486208/1535877382,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,,,3,False,,False,0,5,False,False,,"{'type': 'Polygon', 'coordinates': [[[-89.798197, 20.695104], [-89.449025, 20.695104], [-89.449025, 21.186966], [-89.798197, 21.186966]]]}",Mexico,MX,"Mérida, Yucatán",01566b25bbe7a6d3,Mérida,city,https://api.twitter.com/1.1/geo/id/01566b25bbe7a6d3.json,Thu Jun 14 17:49:22 +0000 2018,antes Halt cualquier duda DM,1007319096059486208,1007319096059486208,,Leo Téllez #CPT,Haltart,,Greñitas,ChayraIrma1
Wed Mar 25 22:01:27 +0000 2020,1242934648960954374,1242934648960954374,La izquierda de AMLO es un verdadero fracaso @lopezobrador_ renuncia ya,False,Twitter for Android,,,,,,False,83,22,10648,,,True,False,8565,es,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/751130467458424832/laaf8uAe_normal.jpg,https://pbs.twimg.com/profile_images/751130467458424832/laaf8uAe_normal.jpg,https://pbs.twimg.com/profile_banners/3315038323/1473996279,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,,,3,False,,False,0,0,False,False,,"{'type': 'Polygon', 'coordinates': [[[-99.137171, 19.375769], [-99.055821, 19.375769], [-99.055821, 19.422433], [-99.137171, 19.422433]]]}",Mexico,MX,"Iztacalco, Distrito Federal",de24fd487f41bad3,Iztacalco,city,https://api.twitter.com/1.1/geo/id/de24fd487f41bad3.json,Fri Aug 14 11:37:07 +0000 2015,,3315038323,3315038323,,cristhian salcedo mena 🇲🇽,krizthiansalced,,Andrés Manuel,lopezobrador_
Wed Mar 25 22:00:12 +0000 2020,1242934332689453056,1242934332689453056,"@gerardosanpeter @fantasmasuarez Es una reverenda estupidez y eso que apoyo a AMLO, todavía se atrevió a insinuar que el es pobre, cínico.",False,Twitter for Android,1242911827408781313,1242911827408781313,1312768910,1312768910,gerardosanpeter,False,609,2319,14203,,,True,False,11042,es,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1199708718142590977/LjCmAeHx_normal.jpg,https://pbs.twimg.com/profile_images/1199708718142590977/LjCmAeHx_normal.jpg,https://pbs.twimg.com/profile_banners/797911151694802949/1528400279,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,,,4,False,,False,1,2,False,False,,"{'type': 'Polygon', 'coordinates': [[[-98.289206, 18.83765], [-98.019327, 18.83765], [-98.019327, 19.226809], [-98.289206, 19.226809]]]}",Mexico,MX,"Puebla, México",0ac8a42f23e8f736,Puebla,city,https://api.twitter.com/1.1/geo/id/0ac8a42f23e8f736.json,Sun Nov 13 21:16:57 +0000 2016,Vamos a ganar!,797911151694802949,797911151694802949,"Puebla, México",Enrique Sánchez,chelelei85,,"Tuca Pandemia,ignacio suarez","gerardosanpeter,fantasmasuarez"
Wed Mar 25 21:58:27 +0000 2020,1242933892035670016,1242933892035670016,Que intensa de pone la gente con el tema del aborto y el cacas (AMLO) 🙄🙄,False,Twitter for Android,,,,,,False,21,149,660,,,True,False,285,es,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1241508462552420353/XnuyNFSf_normal.jpg,https://pbs.twimg.com/profile_images/1241508462552420353/XnuyNFSf_normal.jpg,https://pbs.twimg.com/profile_banners/1102373493042106368/1560532116,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,,,0,False,,False,0,1,False,False,,"{'type': 'Polygon', 'coordinates': [[[-110.1194789, 22.8718892], [-109.4130582, 22.8718892], [-109.4130582, 23.6678693], [-110.1194789, 23.6678693]]]}",Mexico,MX,"Los Cabos, Baja California Sur",bfc0e5ed37b66a6c,Los Cabos,city,https://api.twitter.com/1.1/geo/id/bfc0e5ed37b66a6c.json,Mon Mar 04 01:01:36 +0000 2019,"Las cosas que se desean, se persiguen😊",1102373493042106368,1102373493042106368,"Mazatlán, Sinaloa",Miau 🐱,TeliKaren,,,
Wed Mar 25 21:58:18 +0000 2020,1242933857403404295,1242933857403404295,"@vicfc7 Ya podemos usar adjetivos para la 4Ta DesTransformación y su JEFE AMLO, o todavía no... https://t.co/OXDZKFIOnx",False,Twitter for Android,1242925244521775104,1242925244521775104,276752149,276752149,vicfc7,False,115,100,2906,,,True,False,9690,es,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/826910844793401344/x6wK1khK_normal.jpg,https://pbs.twimg.com/profile_images/826910844793401344/x6wK1khK_normal.jpg,https://pbs.twimg.com/profile_banners/2806435409/1412472215,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,,,0,False,,False,0,1,False,False,False,"{'type': 'Polygon', 'coordinates': [[[-103.664175, 20.5834183], [-103.305374, 20.5834183], [-103.305374, 20.9978961], [-103.664175, 20.9978961]]]}",Mexico,MX,"Zapopan, Jalisco",8e098f6d686001a9,Zapopan,city,https://api.twitter.com/1.1/geo/id/8e098f6d686001a9.json,Sat Oct 04 23:59:50 +0000 2014,,2806435409,2806435409,,Dr. Xiuhtcoatl.,CIVITATISPOLIS,,Victor Ramirez C.,vicfc7
Wed Mar 25 21:57:35 +0000 2020,1242933674758361089,1242933674758361089,"@jefeluz Todo por seguir apoyando al vejete de Amlo
Para q le de mas conseciones",False,Twitter for Android,1242927342277865473,1242927342277865473,1340705407,1340705407,jefeluz,False,1400,2160,10323,,,True,False,59733,es,False,False,2D8A52,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1238640740462399488/PbMx1pta_normal.jpg,https://pbs.twimg.com/profile_images/1238640740462399488/PbMx1pta_normal.jpg,https://pbs.twimg.com/profile_banners/158018950/1579146733,000DFF,FFFFFF,DAECF4,661250,True,True,False,False,False,False,False,,,23,False,,False,0,1,False,False,,"{'type': 'Polygon', 'coordinates': [[[-98.587332, 25.4458489], [-98.13773, 25.4458489], [-98.13773, 26.227286], [-98.587332, 26.227286]]]}",Mexico,MX,"Reynosa, Tamaulipas",56e525d58114f761,Reynosa,city,https://api.twitter.com/1.1/geo/id/56e525d58114f761.json,Mon Jun 21 15:00:38 +0000 2010,"No pierdas el tiempo en enojo, preocupación u odio porque este no regresa Gasta tu tiempo con pensamientos emociones, sentimientos y  personas correctas 🥰😎",158018950,158018950,,"DulceMaria, 😊👍🙏",DulceMariaVZ,,me vales,jefeluz
Wed Mar 25 21:56:04 +0000 2020,1242933295589011456,1242933295589011456,"Siguen pensando que es AMLO y no un movimiento de 30 millones de mexicanos, apuestan a ir contra el personaje pero… https://t.co/vECbHDJzxq",True,Twitter for Android,,,,,,False,253,619,17514,,,True,False,12321,es,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1241210157432004608/TF_NTgZu_normal.jpg,https://pbs.twimg.com/profile_images/1241210157432004608/TF_NTgZu_normal.jpg,https://pbs.twimg.com/profile_banners/2344288033/1584391642,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,,,2,False,,True,0,0,False,False,True,"{'type': 'Polygon', 'coordinates': [[[-93.243094, 16.645909], [-93.036225, 16.645909], [-93.036225, 16.838962], [-93.243094, 16.838962]]]}",Mexico,MX,"Tuxtla Gutiérrez, Chiapas",b462c87ea2b4ff26,Tuxtla Gutiérrez,city,https://api.twitter.com/1.1/geo/id/b462c87ea2b4ff26.json,Sat Feb 15 00:01:51 +0000 2014,"Sobreviviente de infarto cerebeloso (EVC ISQUEMICO), chiapaneco, chingoneria de papa' (lo dicen ellos) y chairo.",2344288033,2344288033,,Uriel Noriega,UriNoriega,,,
